"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Dabrowskiego 5/LU4, Krakow 30-532 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,"rorusushi@firma.pl","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1380","720",,,"1380","720",,,"21033752","false","false",,,"Roru Sushi","4","+48 508 028 971","","1750","1086","#872 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21033752-Reviews-Roru_Sushi-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://rorusushi.pl/4357"
"ul.Pawia 5 Galeria Krakowska, Krakow 31-454 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13081863","false","false","50.06804","19.94558","Costa Coffee","31","+48 12 628 72 24","$$ - $$$","1750","1090","#112 of 121 Quick Bites in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13081863-Reviews-Costa_Coffee-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.dorestauracji.pl/lokal/krakow/kawiarnie/11522/costa_coffee_krakow.html"
"Balicka 253b Teren Uniwersytetu Rolniczego., Krakow 30-198 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"biuro@wspichlerzu.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21047035","false","false","50.083015","19.851664","Restauracja Spichlerz","4","+48 502 169 629","$$ - $$$","1750","1083","#869 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21047035-Reviews-Restauracja_Spichlerz-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/RestauracjaSpichlerzKrakow/"
"Ul Pawia 5 Galeria Krakowska, Krakow 30-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"1260","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"7992538","false","false","50.06804","19.94558","Kete Macaroni & Salad","24",,"$","1750","1087","#873 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d7992538-Reviews-Kete_Macaroni_Salad-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Michala Baluckiego 6, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European",,,,,,,,,,,"1230","810",,,"1230","810",,,"1230","810",,,"1230","810",,,"1230","810",,,"1230","810",,,"1230","810",,,"1124064","false","false","50.05106","19.92676","U Pana Cogito","13","(012) 269 72 00","$$ - $$$","1750","1082","#868 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1124064-Reviews-U_Pana_Cogito-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.pcogito.pl/eng/restauracja_cennik.htm"
"Old Kleparz, stand 57 Old Kleparz, Krakow 31-150 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"thebestnajnaj@gmail.com",,,,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1080","390",,,"14189113","false","false","50.066708","19.941639","Aura","4",,"$","1750","1085","#871 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14189113-Reviews-Aura-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Zablocie 19, Krakow 30-701 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","European","International",,,,,,,,"bokacoffee@gmail.com","1290","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1290","540",,,"1290","540",,,"1290","540",,,"20143083","false","false","50.050198","19.959423","Boka Coffee Bar","4","+48 692 660 033","$","1750","1089","#875 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20143083-Reviews-Boka_Coffee_Bar-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/bokacoffeebar/"
"Starowislna 18, Krakow 31-032 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13219842","false","false","50.0574","19.94459","Olive tree","6","+48 12 346 17 39","$","1750","1081","#867 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13219842-Reviews-Olive_tree-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/olivetree.krakow/?ref=py_c"
"Florianska 10, Krakow 31-021 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","Mediterranean","European",,,,,,,,"florianska10restaurant@gmail.com","1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"1380","540",,,"20890751","false","false",,,"Florianska 10 Restaurant","4","+48 882 485 258","$","1750","1084","#870 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20890751-Reviews-Florianska_10_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/Florianska10/"
"Sliska 9a, Krakow 30-516 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,"mesutkrakow@gmail.com",,,,,"1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"1080","660",,,"960","0",,,"10437834","false","false","50.03946","19.94156","Turkish Food in Krakow","6","+48 882 200 000","$","1750","1095","#880 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10437834-Reviews-Turkish_Food_in_Krakow-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://turkish-food-in-krakow.business.site/"
"Ul. Murarska 13, Krakow 31-311 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,,"1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"1260","630",,,"7158674","false","false","50.08502","19.9114","Phu Quoc Restaurant","21","+48 886 223 770","$$ - $$$","1750","1096","#881 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d7158674-Reviews-Phu_Quoc_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://phuquoc.pl/"
"Ul. Czarnowiejska 73, Krakow 30-049 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"ewa@slodkamanufaktura.com",,,,,"1080","600",,,"1080","600",,,"1080","600",,,"1080","600",,,"1080","600",,,"900","600",,,"12474520","false","false","50.06776","19.91782","Slodka Manufaktura","5",,"$","1750","1099","#884 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12474520-Reviews-Slodka_Manufaktura-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.slodkamanufaktura.com/"
"Ul. Wadowicka 8G, Krakow 30-415 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Northern-Italian",,,,,,,,,,"restauracja@damarioristorante.pl","1260","720",,,"1140","720",,,"1140","720",,,"1140","720",,,"1140","720",,,"1140","720",,,"1260","720",,,"19933389","false","false","50.031963","19.939722","Da Mario Ristorante Pizzeria Italiana","5","+48 12 346 49 05","$","1750","1097","#882 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19933389-Reviews-Da_Mario_Ristorante_Pizzeria_Italiana-Krakow_Lesser_Poland_Province_Southern_Pol.html","http://damarioristorante.pl/"
"Rynek Glowny 17 Wejście od, Bracka 4, Krakow 31-008 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restauracja@thespaghetti.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21330767","false","false",,,"The Spaghetti Incident","0","+48 12 422 17 96","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21330767-Reviews-The_Spaghetti_Incident-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://web.facebook.com/The-Spaghetti-Incident-102146541590965/?ref=page_internal&path=%2FThe-Spaghetti-Incident-102146541590965%2F"
"Al. Adama Mickiewicza 1, Krakow 31-111 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,"1020","420",,,"1020","420",,,"1020","420",,,"1020","420",,,"1020","420",,,"1020","540",,,"12907065","false","false","50.06054","19.92492","Papierowy Kubek","5","+48 790 224 626","","1750","1093","#878 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12907065-Reviews-Papierowy_Kubek-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://web.facebook.com/Papierowy-Kubek-483577725310565/?_rdc=1&_rdr"
"ul. Sw. Filipa 6, Krakow 31-150 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,"960","600",,,"960","600",,,"960","600",,,"960","600",,,"960","600","1200","1020","900","540",,,"3975585","false","false","50.06848","19.93926","Jadlodajnia U Kolejarzy","7","+48 668 345 761","$","1750","1098","#883 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3975585-Reviews-Jadlodajnia_U_Kolejarzy-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/pages/Jad%C5%82odajnia-U-Kolejarzy/612490338767327"
"ul. Borkowska 3/10LU, Krakow 30-438 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,"toro.krk@interia.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19503423","false","false","50.00585","19.90557","TORO Burger","4","+48 503 070 163","","1750","1100","#885 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19503423-Reviews-TORO_Burger-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://m.facebook.com/toroburger.krk/"
"Florianska 21, Krakow 31-019 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1380","720",,,"1380","720",,,"20110437","false","false","50.063103","19.94011","Pierogarnia Krakowiacy","6","+48 12 311 07 17","$","1750","1091","#876 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20110437-Reviews-Pierogarnia_Krakowiacy-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/PierogarniaKrakowiacyFlorianska/"
"Wyslouchow 48/A5, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13284225","false","false","50.04893","19.94485","El Toro pizza&pasta","5","+48 887 358 676","","1750","1094","#879 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13284225-Reviews-El_Toro_pizza_pasta-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.pizzeriaeltoro.pl"
"Krupnicza 24, Krakow 31-123 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Street Food",,,,,,,,,,"sheuli.bhowal@gmail.com","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"19838449","false","false",,,"Yummy India Foodies","5","+48 883 353 657","$","1750","1092","#877 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19838449-Reviews-Yummy_India_Foodies-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://yummyindiafoodies.business.site/"
"Plac Nowy 4A, Krakow 31-056 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1260","900",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"19324292","false","false","50.051643","19.945135","Good Lood Kazimierz","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324292-Reviews-Good_Lood_Kazimierz-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com/"
"ul. Konrada Wallenroda 18 Prokocim, Krakow 30-867 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"19324294","false","false","50.01667","20.001835","Good Lood Prokocim","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324294-Reviews-Good_Lood_Prokocim-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com"
"ul. Drukarska 18/2a Ruczaj, Krakow 30-348 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"19324190","false","false","50.02425","19.902714","Good Lood Ruczaj","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324190-Reviews-Good_Lood_Ruczaj-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com/"
"Aleja Generala Tadeusza Bora-Komorowskiego 41 Centrum Serenada, Krakow 31-876 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com",,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"19324238","false","false","50.087658","19.984892","Good Lood Serenada","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324238-Reviews-Good_Lood_Serenada-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com/"
"ul. Jozefa Montwilla-Mireckiego 8 Borek Fałęcki, Krakow 30-426 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"19324267","false","false","50.019253","19.927412","Good Lood Borek Falecki","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324267-Reviews-Good_Lood_Borek_Falecki-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com/"
"ul. Zygmunta Milkowskiego 21 Ruczaj, Krakow 30-349 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"19324194","false","false","50.02852","19.917074","Good Lood Ruczaj","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324194-Reviews-Good_Lood_Ruczaj-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com/"
"Aleja Roz, Osiedle Centrum B Nowa Huta, Krakow 31-960 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19504023","false","false","50.074093","20.03833","Good Lood Nowa Huta","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19504023-Reviews-Good_Lood_Nowa_Huta-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com"
"ul. Jozefa Kaluzy 1 Błonia, Krakow 30-111 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"19324274","false","false","50.05867","19.922213","Good Lood Blonia","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19324274-Reviews-Good_Lood_Blonia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com/"
"Romanowicza 5, Krakow Poland",,,,,,,,,,,,,,,,,,,,,,"Asian","Korean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21278662","false","false",,,"Tokki Tea","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21278662-Reviews-Tokki_Tea-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/tokki.krk/?ref=py_c"
"Krowoderska 31, Krakow 31-141 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","American","Polish","European",,,,,,,,"pinpillo.pl@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21047048","false","false","50.068752","19.937237","Pinpillo","0","+48 509 333 455","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21047048-Reviews-Pinpillo-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://pinpillo.com"
"Karmelicka 12a, Krakow 31-133 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Pub","Bar","European",,,,,,,,"rezerwacje@restauracjamalva.pl","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"10429124","false","false","50.06406","19.93168","Malva Restaurant","26","+48 12 350 65 52","$$ - $$$","1750","1006","#799 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10429124-Reviews-Malva_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/Restauracja-Malva-235181773491881/"
"Al. Pokoju 67, Krakow 31-580 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"015.krakow@sphinx.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3323081","false","false","50.06453","19.99952","Sphinx","50","+48 725 100 262","$$ - $$$","1750","1002","#796 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3323081-Reviews-Sphinx-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.sphinx.pl/restauracja-15"
"ul. Rynek Glowny 23, Krakow 31-008 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Eastern European","Central European","Polish","European",,,,,,,,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"4735744","false","false","50.06109","19.9361","Krakowskie Jadlo","22","+48 12 421 03 16","$$ - $$$","1750","1008","#801 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4735744-Reviews-Krakowskie_Jadlo-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Rynek Glowny 40, Krakow 31-013 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Russian",,,,,,,,,"ojczystaczystakrk@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8695099","false","false","50.062565","19.937712","Ojczysta Czysta","17","+48 782 822 215","$","1750","1007","#800 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8695099-Reviews-Ojczysta_Czysta-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.ojczystaczysta.pl"
"Dworcowa 11, Krakow 30-556 Poland",,,,,,,,,,,,,,,,,,,,,,"Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19503461","false","false","50.034462","19.973808","Thai Ha 2","0","+48 883 995 996","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19503461-Reviews-Thai_Ha_2-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/pages/category/Bar/Thai-Ha-2-bar-orientalny-531609163912712/"
"ul. Budryka 2, Krakow 30-072 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","Polish","Pizza","European",,,,,,,,"pizzababilon@onet.pl","1365","660",,,"1365","660",,,"1365","660",,,"1365","660",,,"1365","660",,,"1365","660",,,"1365","660",,,"17805807","false","false","50.067787","19.907007","Babilon Pizzeria","0","+48 888 993 555","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17805807-Reviews-Babilon_Pizzeria-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://pizzababilon.pl/"
"Torfowa 1/LU3, Krakow 30-348 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","Pizza",,,,,,,,,,"krakowskapizza@gmail.com",,,,,"1320","930",,,"1320","930",,,"1320","930",,,"1320","930",,,"1320","930",,,,,,,"15002291","false","false","50.01823","19.90766","Krakowska Pizza","0","+48 796 270 027","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15002291-Reviews-Krakowska_Pizza-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.krakowskapizza.pl"
"Dluga 46, Krakow 31-147 Poland",,,,,,,,,,,,,,,,,,,,,,"Japanese",,,,,,,,,,,"bluefinsushikrakow@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21225461","false","false",,,"Bluefin Sushi","0","+48 692 178 329","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21225461-Reviews-Bluefin_Sushi-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/bluefinsushikrakow/"
"Pawia 5 Floor 1, 184, Galeria Krakowska, Krakow 31-154 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","600",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"1320","540",,,"20403777","false","false","50.067272","19.946133","Subway","0","+48 12 628 71 71","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20403777-Reviews-Subway-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://restaurants.subway.com/poland/ma/krakow/pawia-5?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=39798&utm_campaign=evergreen-2020&y_source=1_MTQ5MjU5ODUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Al. Pokoju 91 Suite #91, Krakow 31-564 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1560","210",,,"1440","210",,,"1560","210",,,"1560","210",,,"1560","210",,,"1560","210",,,"1560","210",,,"20042401","false","false","50.06919","20.013481","Subway","0","+48 519 075 615","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20042401-Reviews-Subway-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://restaurants.subway.com/poland/ma/krakow/al-pokoju-91?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=68301&utm_campaign=evergreen-2020&y_source=1_MTQ5MjgwNTItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Florianska 24, Krakow 31-021 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,"zeera.restauracja.indyjska@gmail.com","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"21373986","false","false","50.06347","19.9402","Zeera Indian Restaurant","8","+48 739 527 937","$","1750","1003","#797 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21373986-Reviews-Zeera_Indian_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.zeera-indian-restaurant.com/"
