"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Aristotelous 98 Victoria Square, Athens 104 34 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Lebanese","Fast Food","European","Healthy","Middle Eastern","Mediterranean","Street Food","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1200","660",,,,,"10051261","false","false","37.994255","23.729382","Enjoy Just Falafel","188","+30 21 5525 9599","$","2681","12","#10 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10051261-Reviews-Enjoy_Just_Falafel-Athens_Attica.html","http://www.facebook.com/EnjoyJustFalafel"
"Leforos Alexandras 223, Athens 11523 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"naanstop.gr@gmail.com","1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"17528427","false","false","37.98681","23.76043","NaanStop Indian Cuisine","39","+30 21 1182 9303","","2681","340","#289 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17528427-Reviews-NaanStop_Indian_Cuisine-Athens_Attica.html","http://www.naanstop.gr"
"39 Ifestou St Traditional Road, Athens 10555 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Cafe","Healthy","Street Food","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"happyblenderathens@gmail.com","1050","570",,,,,"1050","570",,,,,"1050","570",,,,,"1050","570",,,,,"1050","570",,,,,"1050","570",,,,,"1050","570",,,,,"12357640","false","false","37.97637","23.723433","Happy Blender","355","+30 21 0363 8484","$","2681","15","#13 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12357640-Reviews-Happy_Blender-Athens_Attica.html","http://happyblender.gr/"
"Ploutarchou 26, Athens 106 76 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"info@mpirmpilo.gr","1410","720",,,,,"1410","750",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1470","720",,,,,"1470","720",,,,,"20034943","false","false","37.97795","23.745039","Birbilo","39","+30 21 0724 7777","","2681","368","#313 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20034943-Reviews-Birbilo-Athens_Attica.html","http://mpirmpilo.gr"
"Iakchou & Voutadon, Technopolis of Athens, Athens 11854 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"Info@dinnerinthesky.gr","1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"7825999","false","false","37.978462","23.712597","Dinner in the Sky","1349","+30 694 539 6509","$$$$","2681","11","#9 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7825999-Reviews-Dinner_in_the_Sky-Athens_Attica.html","http://dinnerinthesky.gr"
"Georgiou Olympiou 8A, Athens 11741 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Wine Bar","Neapolitan","Campania","Southern-Italian",,,,,,"grandpatrattoria@gmail.com","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"20220676","false","false","37.963097","23.721706","Grandpa Trattoria","127","+30 21 0923 0656","$$ - $$$","2681","14","#12 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20220676-Reviews-Grandpa_Trattoria-Athens_Attica.html","https://www.facebook.com/Grandpa-trattoria-105062567746126/"
"57 Megalou Alexandrou Metaxourgeio, Athens 104 35 Greece","Travelers' Choice 2020","2020","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,"restaurant","Greek","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@aleria.gr",,,,,,,"1380","1170",,,,,"1380","1170",,,,,"1380","1170",,,,,"1380","1170",,,,,"1380","1170",,,,,"1380","1170",,,,,"799575","false","false","37.983032","23.717863","Aleria","1501","+30 21 0522 2633","$$$$","2681","24","#20 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d799575-Reviews-Aleria-Athens_Attica.html","http://www.aleria.gr/en"
"Voulis 23, Athens 113 61 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","American","International","Gluten Free Options",,,,,,,,,"dickiedeeathens@gmail.com","1440","600",,,,,,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"14934179","false","false","37.975395","23.732481","Dickie Dee","177","+30 21 0323 8277","$","2681","20","#2 of 160 Dessert in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14934179-Reviews-Dickie_Dee-Athens_Attica.html","https://www.facebook.com/Dickie-Dee-Athens-454771071605162/"
"30-32 Patriarchou Ioakeim Street, Athens 10673 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"info@kostarelos.gr","1080","600",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"10158005","false","false","37.977974","23.743908","Kostarelos Dairy","74","+30 21 0725 9000","","2681","895","#755 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10158005-Reviews-Kostarelos_Dairy-Athens_Attica.html","http://www.kostarelos.gr/en/home/"
"Aggelou Geronta 9, Athens 10558 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","International","Mediterranean","Greek","Cafe","European","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,"and.axiotis@gmail.com","960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"14183897","false","false","37.971844","23.731516","Pantheon","109","+30 21 0324 0258","$$ - $$$","2681","18","#16 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14183897-Reviews-Pantheon-Athens_Attica.html","https://www.facebook.com/PantheonHouse/"
"Ermou 123, Athens 105 55 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"fullspoon123@gmail.com","1440","360",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1590","480",,,,,"1605","480",,,,,"11751428","false","false","37.977222","23.722267","Fullspoon","184","+30 21 6800 3006","$","2681","19","#1 of 160 Dessert in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11751428-Reviews-Fullspoon-Athens_Attica.html","http://fullspoon.gr"
"Sokrates 1 Evripidou 52, Athens 105 52 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Middle Eastern","Mediterranean","Greek","Gluten Free Options",,,,,,,,"inquiries@karamanlidika.gr",,,,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"6852056","false","false","37.98017","23.725664","Ta Karamanlidika tou Fani","6521","+30 21 0325 4184","$$ - $$$","2681","25","#21 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6852056-Reviews-Ta_Karamanlidika_tou_Fani-Athens_Attica.html","http://karamanlidika.gr"
"Veikou 84, Athens 11741 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Mediterranean","European","Contemporary","Gastropub","Vegetarian Friendly","Vegan Options",,,,,"bitebox.koykaki@gmail.com","1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1440","540",,,,,"1440","540",,,,,"14771398","false","false","37.96367","23.72161","BiteBox","149","+30 21 0923 7817","$","2681","17","#15 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14771398-Reviews-BiteBox-Athens_Attica.html","http://www.facebook.com/BiteBox.Koykaki"
"49A Adrianou Monastiraki, Athens 105 55 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"steliosxat@gmail.com","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"4746098","false","false","37.975655","23.72546","Efcharis","3722","+30 21 0322 6330","$$ - $$$","2681","21","#17 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d4746098-Reviews-Efcharis-Athens_Attica.html","http://www.facebook.com/%CE%95%CF%85%CF%87%CE%B1%CF%81%CE%B9%CF%82-%CE%9C%CE%BF%CE%BD%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B1%CE%BA%CE%B9-256688734509612/"
"Adrianou 47 Monastiraki, Athens 10555 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"maiandros47@gmail.com","1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"2315343","false","false","37.975666","23.725336","Maiandros","3161","+30 21 0321 0181","$$ - $$$","2681","22","#18 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2315343-Reviews-Maiandros-Athens_Attica.html","http://www.maiandros.com.gr"
"42-44 Antinoros st Caravel Hotel Square, Athens 161 21 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Italian","Mediterranean","Greek","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@oroscopo.gr","1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"1320","780",,,,,"2186282","false","false","37.973427","23.750473","Oroscopo","2444","+30 21 0723 8567","$$ - $$$","2681","23","#19 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2186282-Reviews-Oroscopo-Athens_Attica.html","http://oroscopo.gr"
"Pl. Avissinias 3, Athens 105 55 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"17624206","false","false","37.97664","23.72401","To Kyklamino","344","+30 21 1115 9787","$","2681","30","#26 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17624206-Reviews-To_Kyklamino-Athens_Attica.html","http://www.facebook.com/pages/%CE%9A%CF%85%CE%BA%CE%BB%CE%B1%CE%BC%CE%B9%CE%BD%CE%BF/471056200107224"
"Makrigianni 19-21, Athens 117 42 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","Greek","Grill","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"ioannisiliopoulos4@gmail.com","1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"1500","510",,,,,"10587843","false","false","37.968384","23.729467","Elaea Mezedadiko","887","+30 21 0921 2280","$$ - $$$","2681","32","#28 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10587843-Reviews-Elaea_Mezedadiko-Athens_Attica.html","http://www.facebook.com/elaea.gr/"
"Diocharous 31, Athens 16121 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"5312490","false","false","37.972645","23.753872","5F","430","+30 21 0722 4242","$","2681","31","#27 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d5312490-Reviews-5F-Athens_Attica.html","http://www.facebook.com/fivefs/?hc_ref=ARSMPQU4MbPlQF0is8KR6Ojbq7_O3lXTKaj8ulGxI_0pz9qMc80NtsN2LqmRnIQvU0s&fref=nf"
"Ipsilantou 63 Kolonaki, Athens 115 21 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@simul.gr",,,,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"1440","780",,,,,"9763282","false","false","37.97784","23.750502","Simul Gastronomic Situ","403","+30 21 0722 4737","$$ - $$$","2681","33","#29 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d9763282-Reviews-Simul_Gastronomic_Situ-Athens_Attica.html","https://www.facebook.com/SIMUL-1103455939672235"
"Likavittou 16 Kolonaki, few meters before the church St. Dionysus, Athens 10673 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"info@kiouzin.com","1260","780",,,,,"1020","720",,,,,"1020","720",,,,,"1020","720",,,,,"1320","720",,,,,"1320","720",,,,,"1020","720",,,,,"12325911","false","false","37.97958","23.73784","Kiouzin","244","+30 21 0364 7407","","2681","128","#110 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12325911-Reviews-Kiouzin-Athens_Attica.html","http://kiouzin.com/"
"Skoufa 73, Athens 10680 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","American","International","Contemporary","Barbecue","Grill","Gluten Free Options",,,,,,"hello@finemess.gr","1560","720",,,,,"1440","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"1620","720",,,,,"1620","720",,,,,"17185700","false","false","37.981964","23.736769","Fine Mess Smokehouse","370","+30 21 1115 5725","$$ - $$$","2681","27","#23 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17185700-Reviews-Fine_Mess_Smokehouse-Athens_Attica.html","http://www.finemess.gr"
"9 Falirou Hera Hotel, Makrygianni, Athens 117 42 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Greek",,,,,,,,,,,"info@herahotel.gr","1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"3709505","false","false","37.96697","23.729033","Peacock Restaurant","224","+30 21 0923 6682","","2681","168","#143 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3709505-Reviews-Peacock_Restaurant-Athens_Attica.html","http://www.herahotel.gr"
"Aisopou 17 Psirri, Athens Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@lithospsiri.gr","1380","780",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1151377","false","false","37.978184","23.723577","Lithos","4918","+30 21 0324 7797","$$ - $$$","2681","26","#22 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d1151377-Reviews-Lithos-Athens_Attica.html","http://www.lithospsiri.gr"
"29 Voulis st Syntagma Square, Athens 10557 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Healthy","Vegetarian Friendly","Gluten Free Options",,,,,,,,"info@v1935-mediterranean-tastes.gr","1380","780",,,,,,,,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"17698357","false","false","37.975025","23.73238","V1935 Mediterranean Tastes","377","+30 21 0410 0603","$$ - $$$","2681","29","#25 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17698357-Reviews-V1935_Mediterranean_Tastes-Athens_Attica.html","http://www.v1935-mediterranean-tastes.gr"
"Meg. Alexandrou 7, Athens 104 37 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@mironi.gr","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"14072280","false","false","37.98455","23.7212","MIRONI Greek Restaurant","464","+30 21 0520 2339","$$ - $$$","2681","28","#24 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14072280-Reviews-MIRONI_Greek_Restaurant-Athens_Attica.html","http://www.mironi.gr/"
"Makrygianni Street 19-21, Athens 11742 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Mediterranean","Greek","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"leontitis.oinos@gmail.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"5041914","false","false","37.96839","23.729527","Liondi Traditional Greek Restaurant","3484","+30 21 0921 9994","$$ - $$$","2681","36","#32 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d5041914-Reviews-Liondi_Traditional_Greek_Restaurant-Athens_Attica.html","http://www.facebook.com/LiondiAthens"
"Karori 23 and Aiolou, Athens 10551 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Lebanese","Fast Food","Mediterranean","Healthy","Middle Eastern","Vegetarian Friendly","Vegan Options",,,,,"feyrouzstreetfood@gmail.com",,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,,,"6784810","false","false","37.978176","23.72794","Feyrouz","542","+30 21 3031 8060","$","2681","37","#1 of 39 Quick Bites in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6784810-Reviews-Feyrouz-Athens_Attica.html","http://www.feyrouz.gr"
"Solonos & Kapodistrou 2, Athens 10677 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"elenib21@hotmail.com","1500","721",,,,,"1500","721",,,,,"1500","721",,,,,"1500","721",,,,,"1500","721",,,,,"1500","721",,,,,"1500","721",,,,,"6692592","false","false","37.986004","23.732403","Atitamos","2459","+30 21 0330 0864","$","2681","35","#31 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6692592-Reviews-Atitamos-Athens_Attica.html","http://www.facebook.com/atitamos/"
"Persefonis 25 Keramikos, Athens 11854 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@zafran.gr","1560","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1560","780",,,,,"1560","780",,,,,"13833848","false","false","37.977676","23.71259","Zafran Indian Kitchen","197","+30 21 0347 8986","$$ - $$$","2681","34","#30 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13833848-Reviews-Zafran_Indian_Kitchen-Athens_Attica.html","http://zafran.gr"
