"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Westendstr. 90, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@dominos.de","1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,"5522376","false","false","48.133938","11.522603","Pizza Monaco","5","+49 89 24405244","","3187","3012","#2,695 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5522376-Reviews-Pizza_Monaco-Munich_Upper_Bavaria_Bavaria.html","https://www.dominos.de/filiale/de-mnchenlaim-33842?y_source=1_MTUxNDUwNDgtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Zuericher Str. 35, 81476 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15192725","false","false","48.09402","11.49952","Pizzeria Benevita Restaurant","10","+49 89 74579938","$$ - $$$","3187","3008","#2,692 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15192725-Reviews-Pizzeria_Benevita_Restaurant-Munich_Upper_Bavaria_Bavaria.html","http://benevita-muenchen.eatbu.com/?lang=de"
"Grillparzerstr. 27, 81675 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Deli",,,,,,,,,,,,,,"1290","600",,,"1290","600",,,,,"1290","600",,,,,"1290","600",,,,,"1290","600",,,,,"1290","600",,,,,"1290","600",,,"5528125","false","false","48.13558","11.60932","Subway","7","+49 89 93928522","","3187","3014","#52 of 60 Quick Bites in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5528125-Reviews-Subway-Munich_Upper_Bavaria_Bavaria.html","https://restaurants.subway.com/de/deutschland/by/munchen/grillparzer-str-27?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=38576&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjc5MDItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Theatinerstr. 33, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1347712","false","false","48.14079","11.57674","Theatiner","4","+49 89 23238290","","3187","2812","#2,517 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1347712-Reviews-Theatiner-Munich_Upper_Bavaria_Bavaria.html",
"Marktstr. 2, 80802 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean",,,,,,,,,,,,"reservierung@trattoria-donna-maria.de",,,,,,,,,,,"1680","1110",,,,,"1680","1110",,,,,"1680","1110",,,,,"1680","1110",,,,,"1680","1110",,,"2022482","false","false","48.16158","11.58887","Trattoria Donna Maria","65","+49 89 38849863","$$ - $$$","3187","2807","#2,512 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2022482-Reviews-Trattoria_Donna_Maria-Munich_Upper_Bavaria_Bavaria.html","http://www.trattoria-donna-maria.de"
"Furstenriederstrasse 52, 80686 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16852030","false","false","48.13679","11.50262","Asia Bites","2","+49 89 21890096","","3187","2810","#2,515 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d16852030-Reviews-Asia_Bites-Munich_Upper_Bavaria_Bavaria.html",
"Leonrodstr. 87, 80636 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10642338","false","false","48.15899","11.54593","Gabi's Stuber","1","+49 89 1299496","","3187","2806","#2,511 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10642338-Reviews-Gabi_s_Stuber-Munich_Upper_Bavaria_Bavaria.html",
"Willy-Brandt-Platz 5 Riem Arcaden, 81829 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,"info@fiveguys.de","1230","690",,,"1230","690",,,,,"1230","690",,,,,"1230","690",,,,,"1230","690",,,,,"1260","690",,,,,"1260","690",,,"15751605","false","false","48.132748","11.690282","Five Guys","43","+49 89 37417072","$$ - $$$","3187","3006","#50 of 60 Quick Bites in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15751605-Reviews-Five_Guys-Munich_Upper_Bavaria_Bavaria.html","https://restaurants.fiveguys.de/bayern/willy-brandt-platz-5?y_source=1_MTI0MzE1NTMtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Kaflerstr. 2, 81241 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American","Bar","Pub","South American","Vegetarian Friendly",,,,,,,,"muenchenpasing@sausalitos.de","1380","1020",,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,"6981879","false","false","48.14921","11.459762","Sausalitos Munchen Pasing","42","+49 89 82070544","$$ - $$$","3187","3009","#2,693 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6981879-Reviews-Sausalitos_Munchen_Pasing-Munich_Upper_Bavaria_Bavaria.html","https://www.sausalitos.de/stores/muenchen-pasing"
"Karlsplatz 1 in the Stachus Passagen, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10479869","false","false","48.14012","11.56701","Rosita's Chili","20",,"$","3187","2872","#2,574 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10479869-Reviews-Rosita_s_Chili-Munich_Upper_Bavaria_Bavaria.html","http://www.facebook.com/Rositas-Chili-1222761247741713/"
"Schleissheimer Str. 422 12a, 80788 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20941704","false","false","48.19603","11.56584","Herrlichunentbehrlich","2","+49 175 6427666","$$ - $$$","3187","2510","#2,246 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20941704-Reviews-Herrlichunentbehrlich-Munich_Upper_Bavaria_Bavaria.html","http://www.facebook.com/Herrlichunentbehrlich/"
"Matthias-Pschorr-Str. 4, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,"weinzelt@kuffler.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3498695","false","false","48.130013","11.549864","Weinzelt","19",,"$$ - $$$","3187","2880","#2,582 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3498695-Reviews-Weinzelt-Munich_Upper_Bavaria_Bavaria.html","http://www.weinzelt.com/de/index.php"
"Lindwurmstr. 31, 80337 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"964465","false","false","48.13103","11.56212","Mangal","1","+49 89 5389156","","3187","2879","#2,581 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964465-Reviews-Mangal-Munich_Upper_Bavaria_Bavaria.html",
"Muenchner Str. 76, 81379 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983441","false","false","48.09999","11.54241","Olympos Taverna","1","+49 89 966057","","3187","2885","#2,586 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d983441-Reviews-Olympos_Taverna-Munich_Upper_Bavaria_Bavaria.html",
"Tegernseer Landstr. 254, 81549 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish",,,,,,,,,,,,,,"1350","720",,,"810","660","1350","1020",,,"810","660","1350","1020",,,"810","660","1350","1020",,,"810","660","1350","1020",,,"810","660","1350","1020",,,"1350","1020",,,"5819496","false","false","48.0971","11.58635","Don Pepe","1","+49 89 69394082","","3187","2877","#2,579 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5819496-Reviews-Don_Pepe-Munich_Upper_Bavaria_Bavaria.html","https://www.facebook.com/donpepemuenchen/"
"Wurzerstr. 18, 80539 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese",,,,,,,,,,,,,"info@restaurant-toshi.de","1320","1080",,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,"7138659","false","false","48.139072","11.582442","Japatapa Noodle Men","4","+49 1522 2731331","$$ - $$$","3187","2881","#2,583 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7138659-Reviews-Japatapa_Noodle_Men-Munich_Upper_Bavaria_Bavaria.html","http://www.japatapa.de"
"Munchen, Address: Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1340658","false","false","48.1367","11.67026","Restaurant all you can eatt","1",,"","3187","2883","#2,584 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1340658-Reviews-Restaurant_all_you_can_eatt-Munich_Upper_Bavaria_Bavaria.html",
"Prielmayerstr. 1, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983442","false","false","48.1411","11.56176","Peking Ente","1","+49 89 597257","","3187","2884","#2,585 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d983442-Reviews-Peking_Ente-Munich_Upper_Bavaria_Bavaria.html",
"Zweibrueckenstr. 4, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5523260","false","false","48.13356","11.58276","Gul- Imbiss","10","+49 89 21665499","$","3187","2878","#2,580 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5523260-Reviews-Gul_Imbiss-Munich_Upper_Bavaria_Bavaria.html",
"Westenriederstr. 13, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6277456","false","false","48.13511","11.57753","Markt-Stadl","2","+49 89 294010","","3187","2876","#2,578 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6277456-Reviews-Markt_Stadl-Munich_Upper_Bavaria_Bavaria.html",
"Volkartstrasse 22, 80634 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"gloria@hideout-muenchen.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"964392","false","false","48.15557","11.53439","Hideout 2","3","+49 89 169668","","3187","2814","#2,519 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964392-Reviews-Hideout_2-Munich_Upper_Bavaria_Bavaria.html","http://www.hideout-muenchen.de/"
"Planegger Str. 54, 81241 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,"info@clever-food.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6882373","false","false","48.13737","11.45394","CleverFood GmbH","1","+(49)90541435","","3187","2809","#2,514 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6882373-Reviews-CleverFood_GmbH-Munich_Upper_Bavaria_Bavaria.html","http://www.clever-food.de"
"Bajuwarenstr. 2, 81825 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"bajuwaren@wienerwald.de","1260","600",,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,"14800742","false","false","48.11315","11.65065","Wienerwald","2","+49 89 18946492","","3187","2815","#2,520 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14800742-Reviews-Wienerwald-Munich_Upper_Bavaria_Bavaria.html","https://wienerwald.de/standorte/muenchen-bajuwarenstrasse"
"Winzerer Strasse, 80797 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2703637","false","false","48.15918","11.56092","Oberwiesenfeld","4","+49 89 304407","","3187","2506","#2,242 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2703637-Reviews-Oberwiesenfeld-Munich_Upper_Bavaria_Bavaria.html",
"Luisenstr. 25, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5524886","false","false","48.14453","11.56269","Coffee Planet","8",,"$$ - $$$","3187","2882","#194 of 229 Coffee & Tea in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5524886-Reviews-Coffee_Planet-Munich_Upper_Bavaria_Bavaria.html",
"Helene-Mayer-Ring 6, 80809 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"964501","false","false","48.18075","11.55342","Olimbia","1","+49 89 3543261","","3187","2891","#2,592 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964501-Reviews-Olimbia-Munich_Upper_Bavaria_Bavaria.html",
"Belgradstr. 29, 80796 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,"870","690","1500","1050","870","690","1500","1050",,,"870","690","1500","1050",,,"870","690","1500","1050",,,"870","690","1500","1050",,,"870","690","1500","1050",,,"1500","1050",,,"6104362","false","false","48.16365","11.57427","Galini","1","32729883","","3187","2888","#2,589 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6104362-Reviews-Galini-Munich_Upper_Bavaria_Bavaria.html",
"Balanstrasse 12, 81669 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,"office@kontaktee-kid.de",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,,,,,"13389042","false","false","48.127213","11.594626","Plaisir","3","+49 89 4487888","$","3187","2892","#195 of 229 Coffee & Tea in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d13389042-Reviews-Plaisir-Munich_Upper_Bavaria_Bavaria.html","http://www.facebook.com/plaisirdasetwasandereLadencafe/"
"Parkstr. 12, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4786731","false","false","48.13668","11.54385","Di Luccio Antonio","1","+49 89 508891","","3187","2890","#2,591 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4786731-Reviews-Di_Luccio_Antonio-Munich_Upper_Bavaria_Bavaria.html",
"Ollenhauerstr. 6, 81737 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Fusion","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7153465","false","false","48.10077","11.64438","Origo at Pep Neuperlach Mall","7","+49 89 63899390","","3187","2895","#2,595 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7153465-Reviews-Origo_at_Pep_Neuperlach_Mall-Munich_Upper_Bavaria_Bavaria.html","http://www.origo-pep.de"
"Schleissheimer Str. 246, 80809 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"964522","false","false","48.1714","11.56505","Puppenstube","1","+49 89 3007178","","3187","2893","#2,593 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964522-Reviews-Puppenstube-Munich_Upper_Bavaria_Bavaria.html",
"Siegenburger Str. 49, 81373 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1440","600",,,,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","600",,,"5853144","false","false","48.12716","11.52469","Gaststatte Zum Freistoss","4","+49 89 7602636","$$ - $$$","3187","2887","#2,588 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5853144-Reviews-Gaststatte_Zum_Freistoss-Munich_Upper_Bavaria_Bavaria.html","http://www.gaststaette-zum-freistoss.de"
"Andreestr. 10, 80634 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,"ntakos.taverne1721@web.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2172483","false","false","48.15123","11.52947","NTAKOS","3","+49 89 12737221","","3187","2889","#2,590 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2172483-Reviews-NTAKOS-Munich_Upper_Bavaria_Bavaria.html",
"Rathgeberstr. 3, 80997 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"964484","false","false","48.1813","11.50394","Moosbichl","2","+49 89 1402313","","3187","2894","#2,594 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964484-Reviews-Moosbichl-Munich_Upper_Bavaria_Bavaria.html",
"Westermuehlstr. 10, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6496772","false","false","48.12853","11.56917","Mia","1",,"","3187","2886","#2,587 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6496772-Reviews-Mia-Munich_Upper_Bavaria_Bavaria.html",
"Willy-Brandt-Platz 5 81829 Munich, 81829 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","German","Soups","Vegetarian Friendly",,,,,,,,,,"buero@renners-feinkost.de",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,"9979727","false","false","48.13211","11.69066","Renners Cafe In Den Arcaden","11","+49 8104 888279","$","3187","2897","#2,597 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d9979727-Reviews-Renners_Cafe_In_Den_Arcaden-Munich_Upper_Bavaria_Bavaria.html","http://www.renners-feinkost.de/renners-cafe.html"
"Prinzregentenstr. 122, 81677 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Japanese",,,,,,,,,,,,"info@namviet.de","1350","1080",,,"870","720","1350","1080",,,"870","750","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"870","720","1350","1080",,,"1350","1080",,,"6114779","false","false","48.13792","11.61557","NamViet","8","+49 89 88952761","","3187","2905","#2,605 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6114779-Reviews-NamViet-Munich_Upper_Bavaria_Bavaria.html","http://www.namviet.de"
"Burgermeister-Haller-Weg 2, Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1320","660",,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"3378022","false","false","48.12574","11.66808","Wirtshaus am See","1",,"","3187","2899","#2,599 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3378022-Reviews-Wirtshaus_am_See-Munich_Upper_Bavaria_Bavaria.html","http://www.wirtshausamsee.de/"
"Rumfordstr. 57, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2096383","false","false","48.1339","11.58235","Conforti","1","+49 89 294165","","3187","2904","#2,604 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2096383-Reviews-Conforti-Munich_Upper_Bavaria_Bavaria.html",
"Papa-Schmid-Str. 1, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly",,,,,,,,,,,,"samrat.muenchen@web.de","1380","810",,,"870","690","1440","1050",,,"870","690","1440","1050",,,"870","690","1440","1050",,,"870","690","1440","1050",,,"870","690","1440","1050",,,"1440","1020",,,"1320189","false","false","48.131615","11.571088","Samrat Restaurant","42","+49 89 267351","$$ - $$$","3187","2903","#2,603 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1320189-Reviews-Samrat_Restaurant-Munich_Upper_Bavaria_Bavaria.html","http://www.samratindisches.com"
"Riesstrasse 59 Olympia-Einkaufszentrum, 80993 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2660424","false","false","48.183285","11.536592","Nordsee","2",,"","3187","2898","#2,598 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2660424-Reviews-Nordsee-Munich_Upper_Bavaria_Bavaria.html",
"Augustenstr. 16, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983469","false","false","48.14554","11.56086","SPfandl Pilspub G","2","+49 89 598872","","3187","2896","#2,596 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d983469-Reviews-SPfandl_Pilspub_G-Munich_Upper_Bavaria_Bavaria.html",
"Passauerstr. 24, 81369 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9834224","false","false","48.11429","11.53345","Pizzeria Palermo","8","+49 89 7601666","$","3187","2902","#2,602 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d9834224-Reviews-Pizzeria_Palermo-Munich_Upper_Bavaria_Bavaria.html",
"Herzogstr. 2, 80803 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern","Halal",,,,,,,,,,,,,"1560","840",,,"1560","840",,,,,"1560","840",,,,,"1560","840",,,,,"1560","840",,,,,"1620","840",,,,,"1620","840",,,"969419","false","false","48.162086","11.585401","Cafe Mocca","22","+49 3303 9781","$$ - $$$","3187","2901","#2,601 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d969419-Reviews-Cafe_Mocca-Munich_Upper_Bavaria_Bavaria.html","http://mocca-munich.de/"
"Albert-Schweitzer-Str. 62, 81735 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1260","660",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"15640700","false","false","48.10725","11.64581","Kofte House","3","+49 89 89043211","","3187","2900","#2,600 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15640700-Reviews-Kofte_House-Munich_Upper_Bavaria_Bavaria.html",
