"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Valkyriegata 15b, Oslo 0366 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13203397","false","false","59.92952","10.716816","Valkyrien Restaurant","6","+47 22 46 48 78","$","1304","1193","#1,070 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13203397-Reviews-Valkyrien_Restaurant-Oslo_Eastern_Norway.html",
"Stranden 3, Oslo 0250 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"akerbrygge@olivia.no","1260","720",,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1320","690",,,,,"1320","720",,,,,"784098","false","false","59.910187","10.728042","Olivia Aker Brygge","1603","+47 23 11 54 70","$$ - $$$","1304","156","#142 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d784098-Reviews-Olivia_Aker_Brygge-Oslo_Eastern_Norway.html","http://www.olivia.no"
"Tollbugata 11, Oslo 0152 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","French","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8788980","false","false","59.910053","10.74623","Pascal","133","+47 22 42 11 19","$$ - $$$","1304","158","#6 of 24 Dessert in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8788980-Reviews-Pascal-Oslo_Eastern_Norway.html","http://pascal.no/"
"Youngstorget 3, Oslo 0181 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@youngs.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17420526","false","false","59.914295","10.749193","Youngs","7",,"$","1304","1202","#1,078 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17420526-Reviews-Youngs-Oslo_Eastern_Norway.html","http://www.youngs.no"
"Waldemar Thranes gate 65A, Oslo 0173 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@guttafracalcutta.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16870261","false","false","59.92779","10.74919","Gutta Fra Calcutta","2","+47 22 71 42 00","","1304","1192","#1,069 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d16870261-Reviews-Gutta_Fra_Calcutta-Oslo_Eastern_Norway.html","https://www.guttafracalcutta.no/"
"Frognerveien 1b, Oslo 0257 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"866559","false","false","59.91547","10.717275","Japo sushi","44","+47 22 55 55 11","$","1304","1199","#1,076 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d866559-Reviews-Japo_sushi-Oslo_Eastern_Norway.html","http://japosushi.no/"
"Storgata 22, Oslo 0184 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Norwegian","Bar","European","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"790166","false","false","59.913807","10.751526","Dovrestua Bar & Restaurant","25","+47 22 17 10 11","$$ - $$$","1304","1198","#1,075 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d790166-Reviews-Dovrestua_Bar_Restaurant-Oslo_Eastern_Norway.html","http://www.dovrehallen.no"
"Oslo Lufthavn Gardermoen, Oslo 2061 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Vegetarian Friendly",,,,,,,,,,,,,"care@joejuice.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13008576","false","false","60.193527","11.099081","Joe & The Juice","25",,"$$ - $$$","1304","1200","#62 of 68 Quick Bites in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13008576-Reviews-Joe_The_Juice-Oslo_Eastern_Norway.html","http://www.joejuice.com/"
"Europaraadets Plass 1, Oslo 0154 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Fast Food","Central American","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10329601","false","false","59.911945","10.749443","Los Tacos","146","+47 467 46 290","$","1304","1195","#1,072 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10329601-Reviews-Los_Tacos-Oslo_Eastern_Norway.html","http://www.lostacos.no"
"Kirkegaardsgata 7A, Oslo 0558 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21279947","false","false","59.92135","10.76388","Apostrophe","2","+47 474 72 353","","1304","1191","#1,068 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21279947-Reviews-Apostrophe-Oslo_Eastern_Norway.html","http://lofthussamvirkelag.no"
"Nydalsveien 36, Oslo 0484 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"1380","780",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","780",,,,,"3385199","false","false","59.94998","10.766479","Peppes Pizza Nydalen","62","+47 22 22 55 55","$$ - $$$","1304","1194","#1,071 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385199-Reviews-Peppes_Pizza_Nydalen-Oslo_Eastern_Norway.html","http://peppes.no"
"Henrik Ibsens gate 100, Oslo 0255 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,"1380","780",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"720","660",,,,,"1440","780",,,,,"3386564","false","false","59.914047","10.718967","Peppes Pizza","42","+47 22 22 55 55","$$ - $$$","1304","1203","#1,079 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3386564-Reviews-Peppes_Pizza-Oslo_Eastern_Norway.html","http://www.peppes.no"
"Trondheimsveien 2, Oslo 0560 Norway","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,"restaurant","Italian","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"post@popolare.no","1440","720",,,"1440","660",,,,,"1440","660",,,,,"1500","660",,,,,"1500","660",,,,,"1560","660",,,,,"1560","660",,,,,"2227958","false","false","59.918278","10.75996","Trattoria Popolare","533","+47 406 75 231","$$ - $$$","1304","153","#139 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2227958-Reviews-Trattoria_Popolare-Oslo_Eastern_Norway.html","http://popolare.no/"
"Gimleveien 22 Frogner, Oslo 0266 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"post@v22.no","1380","690",,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"12479707","false","false","59.920135","10.705539","Vineria Ventidue","200","+47 913 58 080","$$ - $$$","1304","113","#106 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12479707-Reviews-Vineria_Ventidue-Oslo_Eastern_Norway.html","http://www.vineriaventidue.no"
"Olaf Ryes Plass 8, Oslo 0552 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"barbellini@villaparadiso.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17848775","false","false","59.92355","10.75751","Bar Bellini","4","+47 22 35 40 60","","1304","1252","#1,123 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17848775-Reviews-Bar_Bellini-Oslo_Eastern_Norway.html","http://www.barbellini.no/"
"Hausmannsgate 30, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Diner","Bar","Cafe","International","Pub",,,,,,,,,,"snackbar@vegasnackbar.no","1260","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"15244945","false","false","59.9189","10.752393","Vega Snackbar","2","+47 22 69 97 00","$$ - $$$","1304","1257","#1,127 of 1,280 Restaurants in Oslo","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15244945-Reviews-Vega_Snackbar-Oslo_Eastern_Norway.html","http://www.vegasnackbar.no"
"Valkyriegata 11, Oslo 0366 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,"info@burgerking.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7360610","false","false","59.929115","10.717362","Burger King","28","+47 22 60 09 15","$","1304","1206","#1,082 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7360610-Reviews-Burger_King-Oslo_Eastern_Norway.html","http://www.burgerking.no/restauranter/oslo/majorstuen/"
"Gardermoen Airport Utland, Oslo Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3452800","false","false",,,"Le Grand Comptoir","14",,"","1304","1253","#1,124 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3452800-Reviews-Le_Grand_Comptoir-Oslo_Eastern_Norway.html",
"Toeyengata 39, Oslo 0578 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@darbar.no","1380","840",,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"1380","840",,,,,"9457262","false","false","59.915043","10.770239","Darbar Restaurant","19","+47 22 20 07 86","$$ - $$$","1304","1261","#1,131 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d9457262-Reviews-Darbar_Restaurant-Oslo_Eastern_Norway.html",
"Nordbergveien 43, Oslo 0875 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1680","660",,,,,"1680","660",,,,,"18194268","false","false","59.95644","10.74638","Royal Grill","4","+47 22 21 55 55","","1304","1254","#1,125 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d18194268-Reviews-Royal_Grill-Oslo_Eastern_Norway.html","http://www.royalgrill.no/#top"
"Wedels vei 1, Oslo 0287 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@rodelokken.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1118276","false","false","59.914043","10.690583","Rodelokken Kafe","29","+47 22 43 72 28","$$ - $$$","1304","1197","#1,074 of 1,280 Restaurants in Oslo","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1118276-Reviews-Rodelokken_Kafe-Oslo_Eastern_Norway.html",
"Pilestredet 39D, Oslo 0166 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1020","540",,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1020","540",,,,,"15293222","false","false","59.92005","10.735107","Espresso House","1","+47 21 06 48 02","","1304","1259","#1,129 of 1,280 Restaurants in Oslo","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15293222-Reviews-Espresso_House-Oslo_Eastern_Norway.html","http://no.espressohouse.com/coffee-shops/pilestredet/"
"Akersgata 43, Oslo 0158 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli",,,,,,,,,,,,,,,"1440","0",,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"15099053","false","false","59.91377","10.741878","Subway","3","+47 469-83-316","","1304","1256","#1,126 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15099053-Reviews-Subway-Oslo_Eastern_Norway.html","https://restaurants.subway.com/norway/oslo/akersgata-43?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=57876&utm_campaign=evergreen-2020&y_source=1_MTQ5MjUzMzEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Vulkan 28, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,"post@joses.no","1440","720",,,"1440","720",,,,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,,,"1440","720",,,,,"1440","720",,,,,"13835068","false","false","59.92258","10.751645","Jose's Taco & Quesadilla bar","33","+47 407 29 785","$$ - $$$","1304","1260","#1,130 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13835068-Reviews-Jose_s_Taco_Quesadilla_bar-Oslo_Eastern_Norway.html","http://www.joses.no"
"Storgata 3, Oslo 0155 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,"care@joejuice.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13008578","false","false","59.9139","10.747791","Joe & The Juice","2",,"","1304","1255","#21 of 24 Dessert in Oslo","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13008578-Reviews-Joe_The_Juice-Oslo_Eastern_Norway.html","https://www.joejuice.com/stores/norway/storgata/"
"Dronningens gate 27, Oslo 0154 Norway","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Norwegian","Dining bars","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@cafecathedral.no","1440","630",,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"1440","630",,,,,"784636","false","false","59.911846","10.74732","Cafe Cathedral","938","+47 22 33 00 35","$$ - $$$","1304","111","#104 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d784636-Reviews-Cafe_Cathedral-Oslo_Eastern_Norway.html","http://cafecathedral.no/"
"Storgata 45, Oslo 0182 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1620","720",,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"12395725","false","false","59.915535","10.755798","Grytelokket avd. storgata oslo","5",,"$","1304","1258","#1,128 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12395725-Reviews-Grytelokket_avd_storgata_oslo-Oslo_Eastern_Norway.html","http://grytelokket.no/storgata/"
"Vibes gate 8, Oslo 0356 Norway","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Spanish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"majorstuen@delicatessen.no","1200","840",,,"1200","900",,,,,"1200","900",,,,,"1200","900",,,,,"1200","900",,,,,"1200","900",,,,,"1200","720",,,,,"7144317","false","false","59.926453","10.722592","Delicatessen Majorstuen","214","+47 22 46 72 00","$$ - $$$","1304","154","#140 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7144317-Reviews-Delicatessen_Majorstuen-Oslo_Eastern_Norway.html","http://www.delicatessen.no"
"Trondheimsveien 391 Kalbakken senter, Oslo 0953 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,"bislett@bislettkebabhouse.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12682337","false","false","59.951977","10.867828","Bislett Kebab House","14","+47 22 46 80 44","$","1304","1271","#1,139 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12682337-Reviews-Bislett_Kebab_House-Oslo_Eastern_Norway.html",
"Frognerveien 9, Oslo 0257 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Italian","French","Spanish","Vegetarian Friendly",,,,,,,,,,"hello@gael.kitchen","1380","480",,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1500","480",,,,,"1500","480",,,,,"10198293","false","false","59.91639","10.71557","Gael - Mediterranean Pit Stop","35","+47 22 20 07 77","$$ - $$$","1304","1269","#1,137 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10198293-Reviews-Gael_Mediterranean_Pit_Stop-Oslo_Eastern_Norway.html","https://sebastienbruno.no/"
"Sinsenterrassen 14, Oslo 0574 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12347456","false","false","59.933743","10.781918","Kylling & Pizza","3","+47 22 22 24 64","$","1304","1267","#1,135 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12347456-Reviews-Kylling_Pizza-Oslo_Eastern_Norway.html","https://www.kyllingogpizza.no/oslo"
"Stranden 1, Oslo 0250 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Bar","European","Pub","Gastropub","Norwegian","Vegetarian Friendly","Gluten Free Options",,,,,,,,"post@jarmanngastropub.no","1440","720",,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1620","660",,,,,"1620","660",,,,,"8558055","false","false","59.91029","10.728265","Jarmann Gastropub","228","+47 22 83 28 90","$$ - $$$","1304","127","#117 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8558055-Reviews-Jarmann_Gastropub-Oslo_Eastern_Norway.html","http://www.jarmanngastropub.no/"
"Stortingsgata 20, Oslo 0161 Norway","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Gastropub","Brew Pub","Vegetarian Friendly","Gluten Free Options",,,,,,,,"dagligleder@amundsenbryggeri.no","1440","780",,,"1440","690",,,,,"1500","690",,,,,"1500","690",,,,,"1500","690",,,,,"1560","690",,,,,"1560","720",,,,,"3323806","false","false","59.91349","10.734938","Amundsen Bryggeri & Spiseri","673","+47 24 20 09 00","$$ - $$$","1304","124","#114 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3323806-Reviews-Amundsen_Bryggeri_Spiseri-Oslo_Eastern_Norway.html","http://www.amundsenspiseri.no"
"Holmens gate 3, Oslo 0250 Norway","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Fast Food","Gluten Free Options",,,,,,,,,,,"post@burgerjoint.no","1320","720",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1440","660",,,,,"1440","720",,,,,"7098977","false","false","59.910625","10.726313","Burger Joint Aker Brygge","313","+47 21 08 22 75","$$ - $$$","1304","123","#7 of 68 Quick Bites in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7098977-Reviews-Burger_Joint_Aker_Brygge-Oslo_Eastern_Norway.html","http://www.burgerjoint.no/"
"Stortingsgata 12, Oslo 0161 Norway","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Fusion","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"POST@MAHAYANA.NO","1380","840",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","780",,,,,"4167523","false","false","59.913307","10.73685","Mahayana Asian Dining","403","+47 22 33 38 88","$$ - $$$","1304","130","#120 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4167523-Reviews-Mahayana_Asian_Dining-Oslo_Eastern_Norway.html","http://WWW.MAHAYANA.NO"
"Konghellegata 5, Oslo 0569 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Pakistani",,,,,,,,,,,,,,"1320","840",,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"894260","false","false","59.929707","10.779938","Shalimar Tandoori Restaurant","57","+47 22 37 47 68","$$ - $$$","1304","1270","#1,138 of 1,280 Restaurants in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d894260-Reviews-Shalimar_Tandoori_Restaurant-Oslo_Eastern_Norway.html","http://www.shalimartandoori.no/"
"Kristian IVs gate 7, Oslo 0164 Norway","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","European","Scandinavian","Norwegian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"grill@bristol.no",,,,,,,,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"2702776","false","false","59.915024","10.740009","Bristol Grill","195","+47 22 82 60 00","$$$$","1304","125","#115 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2702776-Reviews-Bristol_Grill-Oslo_Eastern_Norway.html","http://hotelbristol.no/en/dining-at-bristol/bristol-grill/"
"Youngstorget 1, Oslo 0181 Norway","Certificate of Excellence 2019","2019","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Norwegian","Bar","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,"tavernan@tavernan.no","1320","780",,,"1320","660",,,,,"1380","660",,,,,"1380","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","720",,,,,"7597084","false","false","59.914803","10.750251","Taverna'n","337","+47 400 17 437","$$ - $$$","1304","126","#116 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7597084-Reviews-Taverna_n-Oslo_Eastern_Norway.html","http://www.facebook.com/tavernan1"
"Bogstadveien 21, Oslo 0355 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American","European","Norwegian",,,,,,,,,,,,"care@joejuice.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12972119","false","false","59.9258","10.722593","Joe & the Juice","9",,"$$ - $$$","1304","1265","#23 of 24 Dessert in Oslo","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12972119-Reviews-Joe_the_Juice-Oslo_Eastern_Norway.html","https://www.joejuice.com/stores/norway/bogstadveien-21/"
