"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"47 Lindhagensplan, Stockholm 112 43 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10066523","false","false","59.33216","18.01831","Chantong Thai","2","+46 8 618 46 18","","3012","2256","#2,023 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10066523-Reviews-Chantong_Thai-Stockholm.html",
"Sibyllegatan 32 114 43, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4052900","false","false","59.33877","18.08234","Cafe by HICHA","2",,"","3012","2293","#2,057 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4052900-Reviews-Cafe_by_HICHA-Stockholm.html",
"31 Stora Nygatan, Stockholm 111 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5327392","false","false","59.3239","18.06984","Cafe Mineur","2","+46 8 411 10 07","","3012","2294","#2,058 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5327392-Reviews-Cafe_Mineur-Stockholm.html",
"Husarvikstorget 7, Stockholm 115 47 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"780","480",,,,,"1140","570",,,,,"1140","570",,,,,"1140","570",,,,,"1140","570",,,,,"1140","570",,,,,"780","480",,,,,"15266556","false","false","59.35898","18.09072","Helmers lilla kok","1","+46 72 186 73 20","$$$$","3012","2289","#2,054 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15266556-Reviews-Helmers_lilla_kok-Stockholm.html","http://www.helmerslillakok.se/"
"Djurgardsbrunnsvagen 34 Etnografiska Museet, Stockholm 102 67 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,"matmekka@carolaseko.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12179618","false","false","59.33284","18.12051","Matmekka","20","+46 70 777 12 50","$$ - $$$","3012","2288","#2,053 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12179618-Reviews-Matmekka-Stockholm.html","https://www.facebook.com/matmekkacarolaseko/"
"15 Centralplan Centralstation, Stockholm 111 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8020600","false","false","59.33056","18.058865","McDonalds","44","+46 8 20 19 60","$","3012","2302","#2,066 of 3,017 Restaurants in Stockholm","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8020600-Reviews-McDonalds-Stockholm.html","http://www.mcdonalds.se/se.html"
"22 Fridhemsgatan, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"810181","false","false","59.347095","18.044353","Krishna Cuisine","6","+46 8 30 50 58","$$ - $$$","3012","2304","#2,068 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d810181-Reviews-Krishna_Cuisine-Stockholm.html",
"Rosbacken 21, Stockholm 165 71 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Pizza",,,,,,,,,,,,"Lotusbdone@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10810611","false","false","59.375","17.81149","Lotus Sushi Pizza","3",,"$","3012","2297","#2,061 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10810611-Reviews-Lotus_Sushi_Pizza-Stockholm.html","http://www.lotussushipizza.se/"
"3 Axelsbergs Torg, Stockholm 129 38 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7993332","false","false","59.30395","17.97492","Mulu Cafe","1","+46 70 892 29 42","","3012","2296","#2,060 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7993332-Reviews-Mulu_Cafe-Stockholm.html","https://www.facebook.com/pages/Mulu-Caf%C3%A9/234200773304518"
"95 Birger Jarlsgatan, Stockholm 113 56 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"bokabord@duefratelli.se","1320","720",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"2012712","false","false","59.34721","18.06081","Due Fratelli","58","+46 8 612 99 33","$$ - $$$","3012","2295","#2,059 of 3,017 Restaurants in Stockholm","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d2012712-Reviews-Due_Fratelli-Stockholm.html","http://www.duefratelli.se/"
"Valhallavagen 105, Stockholm 155 31 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@oktav.nu",,,,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,,,,,,,"11208437","false","false","59.343456","18.081343","Restaurang Oktav","9","+46 8 412 16 60","$$ - $$$","3012","2298","#2,062 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d11208437-Reviews-Restaurang_Oktav-Stockholm.html","http://www.oktav.nu/"
"1 Ankargraend, Stockholm 111 29 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4365600","false","false","59.32535","18.06988","Amigos","5","+46 8 580 108 08","","3012","2301","#2,065 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4365600-Reviews-Amigos-Stockholm.html",
"1 Nybrogatan, Stockholm 114 34 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","American","Cafe","Healthy",,,,,,,,,,"info@soapbar.se","1620","1320",,,,,"1440","1320",,,,,"1620","960",,,,,"1620","960",,,,,"1620","960",,,,,"1620","960",,,,,"1620","720",,,,,"1043439","false","false","59.333218","18.076342","Soap Bar","115","+46 8 611 00 21","$$ - $$$","3012","2299","#2,063 of 3,017 Restaurants in Stockholm","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1043439-Reviews-Soap_Bar-Stockholm.html","http://www.soapbar.se/"
"Rorstrandsgatan 21, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Street Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14040738","false","false","59.34034","18.03123","Mighty Hog Dogs","1","+46 76 557 25 76","","3012","2303","#2,067 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14040738-Reviews-Mighty_Hog_Dogs-Stockholm.html","http://www.facebook.com/mightyhogdogs/"
"Vantorsvagen 287 Hägersten, Stockholm 129 55 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13792371","false","false","59.286095","17.952173","The Diner","2","+46 70 080 90 14","","3012","2251","#2,018 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13792371-Reviews-The_Diner-Stockholm.html","https://www.facebook.com/thedinersthlm/?fref=mentions"
"Fridhemsgatan 34, Stockholm 11240 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12338149","false","false","59.3333","18.02985","Yoku Sushi","11","+46 8 652 30 00","$","3012","2254","#2,021 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12338149-Reviews-Yoku_Sushi-Stockholm.html","http://www.yokusushi.se/"
"Skolgarden, Norra Latin, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"1500","840",,,,,"1440","900",,,,,"1439","0","1440","900",,,"1439","0","1500","900",,,"1500","900",,,,,"1500","900",,,,,"1500","840",,,,,"3303412","false","false","59.33557","18.05684","Garden Bar & Grill","4",,"","3012","2250","#2,017 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3303412-Reviews-Garden_Bar_Grill-Stockholm.html","http://gardenstockholm.se"
"Emblavagen 2, Stockholm 19149 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@max.se","1500","600",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1560","540",,,,,"1560","600",,,,,"15253743","false","false","59.445488","17.941355","Max","1","+46 8 20 14 60","","3012","2262","#2,029 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15253743-Reviews-Max-Stockholm.html","http://g6.max.se/sv/Hitta-MAX/Restauranger/Stockholm-Haggvik/"
"Hollandargatan 11, Stockholm 11 1 36 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17223063","false","false","59.33661","18.06044","Govinda Centralbadet","1",,"","3012","2258","#2,025 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17223063-Reviews-Govinda_Centralbadet-Stockholm.html",
"Tulegatan 21, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"983089","false","false","59.34342","18.06089","RossiNi","4","(46) +8 15 00 61","$$ - $$$","3012","2267","#2,033 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d983089-Reviews-RossiNi-Stockholm.html",
"Gavlegatan 23, Stockholm 113 30 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Swedish","Israeli",,,,,,,,,,"m@kosherstockholm.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12691508","false","false","59.345924","18.03555","Kosher Miriam's Catering","1","+46 70 755 21 80","$$ - $$$","3012","2260","#2,027 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12691508-Reviews-Kosher_Miriam_s_Catering-Stockholm.html","https://www.facebook.com/kosherstockholm/"
"Norra Stationsgatan 70B, Stockholm 113 65 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,"info@gelatonova.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17397107","false","false","59.347305","18.03597","Gelatonova","4","+46 76 279 78 74","$","3012","2264","#2,030 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17397107-Reviews-Gelatonova-Stockholm.html","http://gelatonova.se"
"Ringvagen 149, Stockholm 116 31 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12182390","false","false","59.30933","18.0833","Wayne's Coffee","4",,"","3012","2263","#121 of 140 Coffee & Tea in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12182390-Reviews-Wayne_s_Coffee-Stockholm.html",
"Skeppsmaklargatan 3, Stockholm 121 30 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16385866","false","false","59.30425","18.11372","Panitas Sushi","1","+46 76 599 18 66","","3012","2265","#2,031 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d16385866-Reviews-Panitas_Sushi-Stockholm.html","http://www.panitas.se"
"176 Hornsgatan, Stockholm 117 34 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10019318","false","false","59.31531","18.03307","Indian Tulsi","1","+46 8 669 47 00","","3012","2261","#2,028 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10019318-Reviews-Indian_Tulsi-Stockholm.html",
"Odengatan 45, Stockholm 11351 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21500471","false","false","59.344257","18.057175","Burgers & Beer","1",,"$$ - $$$","3012","2140","#1,916 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d21500471-Reviews-Burgers_Beer-Stockholm.html",
"Norrlandsgatan 18, Stockholm 111 43 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Gastropub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8671301","false","false","59.33512","18.07125","Mixens Bakficka","4","+46 8 640 16 60","","3012","2146","#1,921 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8671301-Reviews-Mixens_Bakficka-Stockholm.html","https://www.facebook.com/Mixensbakficka"
"Sockenplan 370, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10597824","false","false","59.283432","18.07122","Thai Style","9","+46 8 23 44 40","$$ - $$$","3012","2143","#1,918 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10597824-Reviews-Thai_Style-Stockholm.html","http://www.thaistyle.nu/"
"1 Byholmsgaangen, Stockholm 127 48 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7715306","false","false","59.275","17.90715","Izi Kebab Texmex Grill","8","+46 8 710 70 80","$$ - $$$","3012","2266","#2,032 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7715306-Reviews-Izi_Kebab_Texmex_Grill-Stockholm.html",
"44 Luntmakargatan, Stockholm 111 37 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1200","960",,,,,"6416332","false","false","59.33936","18.06175","Frunch Lunch Restaurant","6","+46 8 20 21 07","","3012","2138","#1,914 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6416332-Reviews-Frunch_Lunch_Restaurant-Stockholm.html","http://www.frunch.gastrogate.com"
"Renstiernas Gata 22, Stockholm 116 31 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Steakhouse",,,,,,,,,,,,"info@countryburgers.se","1260","720",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1320","600",,,,,"1320","720",,,,,"21079360","false","false","59.31475","18.083927","Country Burger & Steakhouse","1","+46 8 22 38 00","$$ - $$$","3012","2142","#117 of 140 Coffee & Tea in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d21079360-Reviews-Country_Burger_Steakhouse-Stockholm.html","http://countryburgers.se"
"Torsgatan, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3954563","false","false","59.34056","18.03835","Torshof","3",,"","3012","2141","#1,917 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3954563-Reviews-Torshof-Stockholm.html",
"Fleminggatan 95, Stockholm 112 45 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10472295","false","false","59.33468","18.02994","Pavonas Grill Pizza Kebab","6","+46 8 653 51 51","","3012","2144","#1,919 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10472295-Reviews-Pavonas_Grill_Pizza_Kebab-Stockholm.html",
"64 Brinellvaegen, Stockholm 114 28 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8499334","false","false","59.35336","18.06539","Brazilia Restaurang","4","+46 8 406 02 34","","3012","2300","#2,064 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8499334-Reviews-Brazilia_Restaurang-Stockholm.html","http://www.restaurangbrazilia.se/"
"Stora Nygatan 31, Stockholm 11127 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21502804","false","false","59.323902","18.069845","Kallarbyn","1","+46 8 24 55 66","$","3012","2139","#1,915 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d21502804-Reviews-Kallarbyn-Stockholm.html","http://www.facebook.com/Kallarbyn/"
"Oxenstiernsgatan 20 Inside Radiohuset, Stockholm 105 10 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,"1859","420",,,,,"1859","420",,,,,"1859","420",,,,,"1859","420",,,,,"1859","420",,,,,,,,,,,"15085250","false","false","59.334473","18.102398","Radions Skafferi","2","+46 8 784 11 41","","3012","2259","#2,026 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15085250-Reviews-Radions_Skafferi-Stockholm.html","http://radionsskafferi.gastrogate.com/"
"12N Norrtullsgatan, Stockholm 113 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,"info@bryggarsalen.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8122532","false","false","59.34496","18.04914","Bryggarsalen","3","+46 8 555 352 02","","3012","2313","#2,077 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8122532-Reviews-Bryggarsalen-Stockholm.html","http://www.bryggarsalen.se"
"Kraftriket 14a, Stockholm 114 19 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14189402","false","false","59.35745","18.05247","Nordic Fauna Icecream","1",,"","3012","2309","#2,073 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14189402-Reviews-Nordic_Fauna_Icecream-Stockholm.html","http://www.nordicfauna.se"
"Hagagatan 44, Stockholm 11347 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,"mamrestaurang@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16183521","false","false","59.34805","18.0493","Mam""s Restaurang","1","+46 8 30 01 60","","3012","2271","#2,037 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d16183521-Reviews-Mam_s_Restaurang-Stockholm.html","http://Www.mam-restaurang.webnode.se/"
"Vasag. 50, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1043381","false","false","59.33445","18.05614","Greitz","2","+46 8 23 48 20","","3012","2269","#2,035 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1043381-Reviews-Greitz-Stockholm.html",
"Sibeliusgangen 44, Kista 164 72 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"720","660",,,,,"720","660",,,,,"720","660",,,,,"720","660",,,,,"720","660",,,,,"1500","660",,,,,"1500","660",,,,,"10810066","false","false","59.41621","17.91021","Meadna Restaurant & Bar","1","+46 8 637 00 30","","43","20","#18 of 48 Restaurants in Kista","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1025032-d10810066-Reviews-Meadna_Restaurant_Bar-Kista.html","http://www.facebook.com/Meadna-Restaurant-Bar-324012707635297"
"Malartorget 15, Stockholm 111 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar",,,,,,,,,,,,,"info@gastonvin.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13569857","false","false","59.32302","18.06893","Gaston","2","+46 8 20 85 83","","3012","2272","#2,038 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13569857-Reviews-Gaston-Stockholm.html","http://www.gastonvin.se/"
"Sveavagen 143 Norrtull, Stockholm 113 46 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Pub",,,,,,,,,,,"norrtull@olearys.se","1260","60",,,,,"1260","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"720","630",,,,,"720","60",,,,,"3749120","false","false","59.349957","18.049109","O'Learys Norrtull","57","+46 8 21 13 33","$$ - $$$","3012","2268","#2,034 of 3,017 Restaurants in Stockholm","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3749120-Reviews-O_Learys_Norrtull-Stockholm.html","https://olearys.se/stockholm-norrtull-event-center/"
"Nordenflychtsvagen 64, Stockholm 112 51 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Hawaiian",,,,,,,,,,,,,"aloha@hawaiipoke.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14105815","false","false","59.33824","18.0095","Hawaii Poke Nordenflychtsvagen","3","+46 8 618 10 10","$","3012","2270","#2,036 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14105815-Reviews-Hawaii_Poke_Nordenflychtsvagen-Stockholm.html","http://www.hawaiipoke.se/contact/"
"Swedenborgsgatan 28, Stockholm 118 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian",,,,,,,,,,,,,,,,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"900","600",,,,,"14069739","false","false","59.31333","18.065039","JFK Japan Food Kitchen","2","+46 8 34 38 15","","3012","2311","#2,075 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14069739-Reviews-JFK_Japan_Food_Kitchen-Stockholm.html","http://www.facebook.com/jfkshopjapanfood/"
"45 Fleminggatan, Stockholm 112 32 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,"info@smakbart.se","1320","780",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1500","660",,,,,"1500","780",,,,,"7737821","false","false","59.33349","18.03908","Smakbart","9","+46 8 27 32 02","$$ - $$$","3012","2314","#2,078 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7737821-Reviews-Smakbart-Stockholm.html","http://smakbart.se/"
