"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Praca D. Joao I, Porto 4000-440 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12638627","false","false","41.14765","-8.60944","Cafe Rivoli","7","+351 910 093 805","","1993","1779","#1,622 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12638627-Reviews-Cafe_Rivoli-Porto_Porto_District_Northern_Portugal.html",
"R. Nossa Senhora DE Fatima,64, Porto 4050-425 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19341457","false","false",,,"Confeitaria Lucha-sol","1","+351 22 606 7003","","1993","1780","#1,623 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d19341457-Reviews-Confeitaria_Lucha_sol-Porto_Porto_District_Northern_Portugal.html",
"Rua Oliveira Monteiro 48, Porto 4050-438 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"cakestudioporto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8482458","false","false","41.157036","-8.62061","Cake Studio","1","+351 919 261 724","","1993","1774","#1,617 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8482458-Reviews-Cake_Studio-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/cake.studio.porto"
"Rua do Paraiso 1, Porto 4000-377 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"namura.restbar@gmail.com","1440","1080",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1560","480",,,,,"1560","480",,,,,"3835576","false","false","41.15752","-8.60732","Namura Restaurante Caffebar","6","+351 913 484 712","","1993","1777","#1,620 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3835576-Reviews-Namura_Restaurante_Caffebar-Porto_Porto_District_Northern_Portugal.html",
"Estrada Exterior da Circunvalacao, 7612 D, Porto 4200-162 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,"nutsaojoao2016@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12580743","false","false","41.14508","-8.57791","Tertulia Gulosa, Lda.","1","+351 22 549 0202","$$ - $$$","1993","1778","#1,621 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12580743-Reviews-Tertulia_Gulosa_Lda-Porto_Porto_District_Northern_Portugal.html",
"Rua Alto da Bela 122, Porto 4300-023 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8711594","false","false","41.153614","-8.575695","Taberna Da Aldeia","1","+351 912 936 403","","1993","1772","#1,615 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8711594-Reviews-Taberna_Da_Aldeia-Porto_Porto_District_Northern_Portugal.html",
"Rua de Alferes Malheiro 98, Porto 4000-057 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Nepali",,,,,,,,,"iamadhvic@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17819806","false","false","41.177025","-8.616858","Namaste Cafe","12","+351 932 451 865","$$ - $$$","1993","1781","#1,624 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d17819806-Reviews-Namaste_Cafe-Porto_Porto_District_Northern_Portugal.html",
"Rua Doutor Placido da Costa Campus Sao Joao, Porto 4200-450 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17143122","false","false","41.17905","-8.60099","Piccollino","1","+351 22 502 2404","","1993","1787","#1,630 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d17143122-Reviews-Piccollino-Porto_Porto_District_Northern_Portugal.html",
"Rua de Cedofeita 183 187, Porto 4050-179 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Bar","European","Pub",,,,,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"1425","480",,,,,"4957962","false","false","41.150723","-8.617257","Cafe RIAN","21","+351 22 205 9033","$","1993","1789","#1,632 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4957962-Reviews-Cafe_RIAN-Porto_Porto_District_Northern_Portugal.html",
"Rua Amandio Galhano 41, Porto 4200-005 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"geral@tabafeira.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15670509","false","false","41.18358","-8.599206","Tabafeira S. Joao","1","+351 22 317 1083","","1993","1790","#1,633 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15670509-Reviews-Tabafeira_S_Joao-Porto_Porto_District_Northern_Portugal.html","http://www.tabafeira.com/?fbclid=IwAR2fjuyVfXt6mvUd668Ony1aRv3XuzBqBZ3g12xZDBlaWO6Ik-1CnG232S0"
"Avenida Doutor Antunes Guimaraes No 856, 4100-076, Pereiro Porto, Porto 4100-076 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"confeitariapedrabonita@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10356661","false","false","41.17014","-8.65696","Confeitaria Pedra Bonita","2","+351 22 618 8965","","1993","1786","#1,629 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10356661-Reviews-Confeitaria_Pedra_Bonita-Porto_Porto_District_Northern_Portugal.html",
"Rua da Constituicao 2105, Porto 4250-170 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,"geral@vintage-porto.com",,,,,,,"900","720","1380","1170",,,"900","720","1680","1170",,,"900","720","1680","1170",,,"900","720","1680","1170",,,"900","720","1680","1170",,,"1680","1170",,,,,"2666779","false","false","41.164047","-8.623071","Vintage Restaurante | Club","6","+351 22 832 5659","$$ - $$$","1993","1785","#1,628 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2666779-Reviews-Vintage_Restaurante_Club-Porto_Porto_District_Northern_Portugal.html","http://www.vintage-porto.com"
"Rua Snta Catarina,816, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,"1170","420",,,,,"1170","420",,,,,"1170","420",,,,,"1170","420",,,,,"1170","420",,,,,"960","450",,,,,"15941571","false","false","41.14911","-8.6059","Confeitaria Restaurante Lisboa","1",,"","1993","1788","#1,631 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15941571-Reviews-Confeitaria_Restaurante_Lisboa-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/confeitarialisboa816/"
"Rua Martires da Liberdade 108 112, Porto 4050-359 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Spanish",,,,,,,,"tapas.noa@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3501413","false","false","41.15094","-8.6141","Noa Restaurante Tapas Bar","4","+351 919 181 545","$$ - $$$","1993","1783","#1,626 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3501413-Reviews-Noa_Restaurante_Tapas_Bar-Porto_Porto_District_Northern_Portugal.html",
"Via do Castelo do Queijo 395 Edificio Transparente, Porto 4100-429 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food","European","Diner",,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"10198504","false","false","41.171272","-8.687908","A burguesa","63","+351 22 496 7328","$$ - $$$","1993","1784","#1,627 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10198504-Reviews-A_burguesa-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/hamburgueriaburguesa"
"Rua Oliveira Monteiro 1057, Porto 4250-358 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1470","480",,,,,"1470","480",,,,,"19115462","false","false","41.16463","-8.62501","Sabor Atlantiko","1","+351 22 831 4515","","1993","1782","#1,625 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d19115462-Reviews-Sabor_Atlantiko-Porto_Porto_District_Northern_Portugal.html","http://saboratlantiko.com"
"320,rua Antero de Quental Pres Hopital Prive Santa Maria, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12794032","false","false","41.16363","-8.61103","Renascer,snack bar","2","+351 934 683 611","","1993","1797","#1,640 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12794032-Reviews-Renascer_snack_bar-Porto_Porto_District_Northern_Portugal.html",
"Rua Agramonte 347 incr. Avenida Boavista, Porto 4150-031 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12839566","false","false","41.15838","-8.63323","Confeitaria Pistachio","1","+351 22 600 0052","","1993","1800","#1,643 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12839566-Reviews-Confeitaria_Pistachio-Porto_Porto_District_Northern_Portugal.html",
"Rua Direita das Campinas 314, Porto 4100-207 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14421837","false","false","41.16732","-8.65243","Flor Do Cacau","1","+351 967 747 141","","1993","1794","#1,637 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14421837-Reviews-Flor_Do_Cacau-Porto_Porto_District_Northern_Portugal.html",
"Rua Mestre Camarinha 167a, Porto 4200-537 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Japanese","European",,,,,,,,,"1020","540",,,,,"1335","720",,,,,"1335","720",,,,,"1335","720",,,,,"1335","720",,,,,"1380","735",,,,,"1380","1140",,,,,"10320752","false","false","41.184166","-8.602746","Ori Gin","33","+351 914 198 199","$$ - $$$","1993","1795","#1,638 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10320752-Reviews-Ori_Gin-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Ori-Gin-405021029621178/"
"Rua Henrique Bravo Number 6449 Sao Mamede De Infesta, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"tabernaoretratista@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11046409","false","false","41.194138","-8.607583","Taberna O Retratista","1",,"$$ - $$$","1993","1793","#1,636 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11046409-Reviews-Taberna_O_Retratista-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/tabernaoretratista/"
"Praca Batalha, loja carte d ' or, Porto 4000-101 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"purezas76@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14926811","false","false","41.1457","-8.606599","Gelataria Carte D' Or","1","+351 965 502 212","$","1993","1791","#1,634 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14926811-Reviews-Gelataria_Carte_D_Or-Porto_Porto_District_Northern_Portugal.html",
"Rua de Costa Cabral 554, Porto 4200-211 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14048933","false","false","41.165775","-8.597968","Snack Bar Madeira","2","+351 914 247 327","","1993","1796","#1,639 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14048933-Reviews-Snack_Bar_Madeira-Porto_Porto_District_Northern_Portugal.html","http://snack-bar-madeira.negocio.site/"
"Rua de Santa Catarina 312 ViaCatarina Shopping, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13389882","false","false","41.14652","-8.6071","Surbias","1","+351 935 273 879","","1993","1798","#1,641 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13389882-Reviews-Surbias-Porto_Porto_District_Northern_Portugal.html",
"Rua dos Mercadores 25 Of Merchants Street , 25, Porto 4050-375 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"8439018","false","false","41.141228","-8.612973","Taberna O Ninho Do Papagaio","107","+351 917 145 596","$","1993","1799","#1,642 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8439018-Reviews-Taberna_O_Ninho_Do_Papagaio-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/ninho.dopapagaio"
"Avenida Rodrigues de Freitas 282, Porto 4000-418 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"terraemarnabaixa2020@gmail.com","900","720","1350","1140",,,"900","720","1350","1140",,,,,,,,,"900","720","1350","960",,,"900","720","1350","1140",,,"900","720","1350","1140","1590","1410","900","720","1350","1140",,,"21304884","false","false","41.14557","-8.60372","Terra e Mar na baixa","2","+351 22 116 2071","$$ - $$$","1993","1540","#1,394 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d21304884-Reviews-Terra_e_Mar_na_baixa-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/pages/category/Restaurant/Terra-e-Mar-na-baixa-108270787620096/"
"Rua Dom Manuel II 81, Porto 4050-345 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Portuguese",,,,,,,,"imagem@tropicalburguer.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15273363","false","false","41.14731","-8.62153","Tropical Burguer D. Manuel II","9","+351 22 609 2115","$$ - $$$","1993","1792","#1,635 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15273363-Reviews-Tropical_Burguer_D_Manuel_II-Porto_Porto_District_Northern_Portugal.html","http://www.tropicalburguer.com/pt/"
"Muro dos Bacalhoeiros 115, Porto 4050-080 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1771124","false","false","41.140293","-8.614426","Restaurante Farol Da Boa Nova","660","+351 22 200 6086","$$ - $$$","1993","1542","#1,396 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1771124-Reviews-Restaurante_Farol_Da_Boa_Nova-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/pg/Restaurante-Farol-Boa-Nova-980901111966700/about/?ref=page_internal"
"Rua Doutor Roberto Frias Zona envolvente do Hospital de São João, junto à Faculdade de Medicina, Porto 4200-465 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"catering@sas.up.pt",,,,,,,"870","0",,,,,"870","0",,,,,"870","0",,,,,"870","0",,,,,"870","0",,,,,,,,,,,"10240127","false","false","41.179344","-8.599435","Restaurante Sao Joao","4","+351 22 207 4266","$$$$","1993","1541","#1,395 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10240127-Reviews-Restaurante_Sao_Joao-Porto_Porto_District_Northern_Portugal.html",
"Rua Doutor Faria Sampaio 105, Porto 4445-671 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"960","540",,,,,,,,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"5963100","false","false","41.2083","-8.54043","QuiteriaPaul - Restaurante","2","+351 22 974 0803","","1993","1543","#1,397 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5963100-Reviews-QuiteriaPaul_Restaurante-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/QUITERIA.PAUL"
"Avenida de Fernao de Magalhaes 1362 Ground Floor, Porto 4350-157 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"14001264","false","false","41.16129","-8.591543","Pizza Hut","5","+351 22 244 4222","","1993","1546","#1,400 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14001264-Reviews-Pizza_Hut-Porto_Porto_District_Northern_Portugal.html","http://www.pizzahut.pt/"
"Praca Marques de Pombal, Porto 4000 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"5977712","false","false","41.16184","-8.60422","Praca Marques de Pombal","23","+351 918 369 861","$","1993","1550","#1,404 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5977712-Reviews-Praca_Marques_de_Pombal-Porto_Porto_District_Northern_Portugal.html",
"R. Sara Afonso NorteShopping, Porto 4460-841 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12860208","false","false","41.1818","-8.6544","Leitaria da Quinta do Paco","8","+351 22 951 4419","","1993","1548","#1,402 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12860208-Reviews-Leitaria_da_Quinta_do_Paco-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Leitaria-da-Quinta-do-Pa%C3%A7o-141857912579779/"
"Rua da Estacao 70, Porto 4300-171 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15795032","false","false","41.147957","-8.586176","Churrasqueira Campanha","11","+351 22 536 7443","$$ - $$$","1993","1545","#1,399 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15795032-Reviews-Churrasqueira_Campanha-Porto_Porto_District_Northern_Portugal.html",
"R. dos Professores Eirado Costa e Silva, 230, Porto 4495-161 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14986965","false","false","41.40501","-8.749867","Gruta do Fado","2","+351 252 691 659","","1993","1544","#1,398 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14986965-Reviews-Gruta_do_Fado-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/cafegrutadofado/"
"Rua Senhora da Luz 142 Foz do Douro, Porto 4150-693 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,"nekanau@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7644937","false","false","41.150513","-8.675983","NekaNau Restaurante","3","+351 967 860 391","","1993","1547","#1,401 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7644937-Reviews-NekaNau_Restaurante-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/pages/NekaNau/1481244915424412"
"Rua Barao de Sao Cosme 117, Porto 4000-502 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Vegetarian Friendly",,,,,,,,,"falarcom.oteuporto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10464768","false","false","41.14569","-8.59923","O Teu Porto","3",,"$","1993","1549","#1,403 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10464768-Reviews-O_Teu_Porto-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/O-Teu-Porto-613026102196679/info/?section=hours&tab=page_info"
"R. Sao Roque da Lameira, Porto 4350-307 Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"20806232","false","false","41.158394","-8.583582","BP","0","+351 22 099 0865","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d20806232-Reviews-BP-Porto_Porto_District_Northern_Portugal.html","http://www.bp.com/pt_pt/portugal/home.html"
"Rua S.Joao Novo, N.30, Porto 4050-555 Portugal",,,,,,,,,,,,,,,,,,,,,,,,"European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14994422","false","false","41.14208","-8.61705","Restaurante Tribunal","0","+351 22 208 6590","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14994422-Reviews-Restaurante_Tribunal-Porto_Porto_District_Northern_Portugal.html",
"Rua do Bonjardim 1071, Porto 4000-133 Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2160","960",,,,,,,,,,,"2160","960",,,,,"2160","960",,,,,"2160","960",,,,,"1560","960",,,,,"1560","960",,,,,"11547975","false","false","41.1595","-8.60606","London Calling Boteco","0","+351 968 045 830","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11547975-Reviews-London_Calling_Boteco-Porto_Porto_District_Northern_Portugal.html","http://www.londoncalling.pt/"
"Rua Do Campo Alegre 1290, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,,"European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20960511","false","false","41.15478","-8.643294","Esfiha","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d20960511-Reviews-Esfiha-Porto_Porto_District_Northern_Portugal.html",
"Rua Doutor Mauricio Esteves Pereira Pinto 10A, Porto 4300-318 Portugal",,,,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17848658","false","false","41.15604","-8.57984","Restaurante Pizzeria 2 Sabores","0","+351 919 916 592","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d17848658-Reviews-Restaurante_Pizzeria_2_Sabores-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/Restaurante-Pizzeria-2-Sabores-438969193320848/"
