"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Angyalfoldi ut 17., Budapest 1134 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,,,,,,,"13506872","false","false","47.525787","19.065832","Dzsango","4","+36 30 545 9542","","3271","3111","#2,614 of 3,061 Restaurants in Budapest","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13506872-Reviews-Dzsango-Budapest_Central_Hungary.html","https://www.facebook.com/Dzs%C3%A1ng%C3%B3-687556554630210/"
"Alkotas Street 53 Alkotás Street 53, Budapest 1123 Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1080","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"19413951","false","false","47.490597","19.024014","Haagen-Dazs","0","+36 20 320 0039","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19413951-Reviews-Haagen_Dazs-Budapest_Central_Hungary.html","https://www.generalmills.com/en/Brands/ice-cream/haagen-dazs"
"Varfok Utca 15/b, Budapest 1012 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Cafe","European","Hungarian",,,,,,,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"21318044","false","false","47.507553","19.022438","Unplugged Cafe","0","+36 70 226 5258","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21318044-Reviews-Unplugged_Cafe-Budapest_Central_Hungary.html","http://www.facebook.com/cafeunpluggedbudapest"
"Angelo Rotta Rakpart Bem ter 2. kikoto, Budapest 1027 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Hungarian","Bar","Contemporary","Pub",,,,,,,,,"event@onriverhotels.com","1380","660",,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"1380","660",,,,,"1380","660",,,,,"19030736","false","false","47.51003","19.03956","Cezanne Restaurant & Bar","2","+36 30 160 7800","$$$$","3271","3126","#2,626 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19030736-Reviews-Cezanne_Restaurant_Bar-Budapest_Central_Hungary.html","http://www.cezannerestaurant.com"
"Fekezo utca 1., Budapest 1222 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Hungarian",,,,,,,,,,,,"info@vasmacskaterasz.hu","1260","0",,,,,"1260","0",,,,,"1260","0",,,,,"1260","0",,,,,"1260","0",,,,,"1260","0",,,,,"1260","0",,,,,"7934177","false","false","47.414787","19.041576","Vasmacska Terrace","59","+36 30 413 4334","$$ - $$$","3271","3127","#2,627 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7934177-Reviews-Vasmacska_Terrace-Budapest_Central_Hungary.html","http://www.vasmacskaterasz.hu/"
"Dob utca 16, Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian","Bar","Central European",,,,,,,,,,,"bistro@index.hu","1680","660",,,,,"1680","660",,,,,"1680","660",,,,,"1680","660",,,,,"1680","660",,,,,"1680","660",,,,,"1680","660",,,,,"7591672","false","false","47.49806","19.05991","Cochon","67","+36 1 111 1111","$$ - $$$","3271","3125","#2,625 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7591672-Reviews-Cochon-Budapest_Central_Hungary.html",
"Ferihegyi Repuloterre vezeto ut 92., Budapest 1185 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Pizza","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13369984","false","false","47.443336","19.214888","Raday Pizzeria","0","+36 1 341 8725","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13369984-Reviews-Raday_Pizzeria-Budapest_Central_Hungary.html","http://www.radaypizzeria.hu"
"Rakoczi UT 1., Budapest 1088 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"20041149","false","false","47.49423","19.06099","Subway","2","+36 30 441 7590","","3271","3124","#2,624 of 3,061 Restaurants in Budapest","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d20041149-Reviews-Subway-Budapest_Central_Hungary.html","https://restaurants.subway.com/hungary/budapest/rakoczi-ut-1?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=61715&utm_campaign=evergreen-2020&y_source=1_MTQ5MjQ2NzEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Big Walnut Street 25, Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Cafe","Mediterranean","Barbecue","European","Wine Bar","Hungarian",,,,,,,,,"info@diohejetterem.hu","960","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"5217364","false","false","47.49838","19.06417","Diohej Etterem","0","+36 70 355 9577","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d5217364-Reviews-Diohej_Etterem-Budapest_Central_Hungary.html",
"I. kerulet, Disz ter 8, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@sisirestaurant.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1977066","false","false","47.49978","19.034885","Sisi Restaurant","18","+36 1 356 1967","$$ - $$$","3271","3130","#2,630 of 3,061 Restaurants in Budapest","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d1977066-Reviews-Sisi_Restaurant-Budapest_Central_Hungary.html",
"Bankut utca 55, Budapest 1154 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"2691626","false","false","47.54831","19.12939","Matyas Etterem","2",,"","3271","3123","#2,623 of 3,061 Restaurants in Budapest","1.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d2691626-Reviews-Matyas_Etterem-Budapest_Central_Hungary.html","http://www.matyasetterem.com/fooldal.html"
"Paulay Ede utca 55. 4. Floor, Budapest 1061 Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"taste@loffice.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8844166","false","false","47.503048","19.061518","Taste Loffice","0","+36 30 644 1046","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8844166-Reviews-Taste_Loffice-Budapest_Central_Hungary.html","http://www.tasteloffice.com"
"Nagy Diofa utca 3., Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Italian","American","Mediterranean",,,,,,,,,,,,"medopest@gmail.com",,,,,,,,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1439","0",,,,,"1439","0",,,,,"13010288","false","false","47.49669","19.06593","MEDO BistroBar","0","+36 70 314 6677","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13010288-Reviews-MEDO_BistroBar-Budapest_Central_Hungary.html","https://www.facebook.com/medobistrobar/"
"Soroksari Ut 48 Malomudvar, Budapest 1095 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Diner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21368095","false","false","47.472267","19.073338","Mango Cafe Budapest","0","+36 70 935 5010","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d21368095-Reviews-Mango_Cafe_Budapest-Budapest_Central_Hungary.html","http://mangocafebudapest.hu"
"Illyes Gyula utca 12., Budapest 1152 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Hungarian",,,,,,,,,,,,,,"info@baber-level.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8843486","false","false","47.561405","19.117506","Baberlevel Grill and Restaurant","0","+36 1 306 3724","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8843486-Reviews-Baberlevel_Grill_and_Restaurant-Budapest_Central_Hungary.html","http://www.baber-level.hu/"
"Liszt Ferenc Ter 10, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian","Central European",,,,,,,,,,,,"info@lisztro.hu","1440","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1568619","false","false","47.503887","19.063314","Lisztro","322","+36 1 268 0199","$$ - $$$","3271","3129","#2,629 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d1568619-Reviews-Lisztro-Budapest_Central_Hungary.html","http://www.lisztro.hu"
"Kondorosi street 3., Budapest 1116 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Seafood","International","Mediterranean","European",,,,,,,,,,,"iroda@frisshalpiac.hu",,,,,,,,,,,,,"1140","690",,,,,"1140","690",,,,,"1140","690",,,,,"1140","690",,,,,"960","690",,,,,"19901724","false","false","47.452274","19.04465","FrissHALpiac","0","+36 70 770 0360","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19901724-Reviews-FrissHALpiac-Budapest_Central_Hungary.html","http://www.frisshalpiac.hu"
"Tarnok utca 14, Budapest 1014 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Central European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7356971","false","false","47.50043","19.03415","Gastro Origo Bt","47","+36 1 356 2367","$$ - $$$","3271","3122","#2,622 of 3,061 Restaurants in Budapest","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7356971-Reviews-Gastro_Origo_Bt-Budapest_Central_Hungary.html",
"Pasareti ut 11.-13. inside Vasas field, main building, Budapest 1026 Hungary",,,,,,,,,,,,,,,,,,,,,,,,"International","European","Hungarian",,,,,,,,,,,,"biobalaton@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13010257","false","false","47.51259","19.008108","Malackrumpli Buda","0","+36 30 636 5577","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13010257-Reviews-Malackrumpli_Buda-Budapest_Central_Hungary.html","https://www.facebook.com/malackrumpli/"
"Becsi ut 56., Budapest 1036 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@symbolbudapest.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6439905","false","false","47.52984","19.03774","Puskas Pancho Sport Pub","14","+36 30 748 4050","$$ - $$$","3271","3128","#2,628 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6439905-Reviews-Puskas_Pancho_Sport_Pub-Budapest_Central_Hungary.html","http://www.symbolbudapest.hu"
"Vaci utca 83, Budapest 1056 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Eastern European","Central European",,,,,,,,,,,"carabela@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10028332","false","false","47.488","19.05712","Carabela","10","+36 1 794 5385","$$ - $$$","3271","2985","#2,499 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10028332-Reviews-Carabela-Budapest_Central_Hungary.html","https://www.facebook.com/carabelarestaurant"
"Rakosi ut 48, Budapest 1161 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,"aranyfolyo@aranyfolyo.hu","1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"1290","690",,,,,"10319803","false","false","47.51726","19.15846","Arany Folyo Kinai Etterem","2","+36 1 405 1561","","3271","2989","#2,503 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10319803-Reviews-Arany_Folyo_Kinai_Etterem-Budapest_Central_Hungary.html","http://www.aranyfolyo.hu/"
"Kerepesi ut 9., Budapest 1087 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,"PizzaHut@PizzaHut.hu","1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"12695991","false","false","47.49825","19.091139","Pizza Hut ARENA PLAZA Budapest","10","+36 1 300 3000","","3271","2982","#137 of 153 Quick Bites in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12695991-Reviews-Pizza_Hut_ARENA_PLAZA_Budapest-Budapest_Central_Hungary.html","https://PizzaHut.hu"
"Raday Gedeon Ulica 35, Budapest 1183 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"ugyfelszolgalat@toolsite.eu","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"12231441","false","false","47.44632","19.19146","Tonett Pub Etterem Es Pizzeria","17","+36 1 290 4945","$$ - $$$","3271","3000","#2,512 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12231441-Reviews-Tonett_Pub_Etterem_Es_Pizzeria-Budapest_Central_Hungary.html","http://tonettpub.hu/"
"Dozsa Gyorgy ut 56 1078, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2709420","false","false","47.506794","19.08519","Nine Dragon","52","+36 1 342 7120","$","3271","2992","#2,506 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d2709420-Reviews-Nine_Dragon-Budapest_Central_Hungary.html",
"Alkotas utca 53. entrance from Lisszabon promenade, Budapest 1123 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,"hello@fruccola.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13084973","false","false","47.490578","19.022196","Fruccola MOM Park","23","+36 1 430 6125","$","3271","2999","#2,511 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13084973-Reviews-Fruccola_MOM_Park-Budapest_Central_Hungary.html","http://www.fruccola.hu"
"Karoly korut 13-15., Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","International","European","Hungarian",,,,,,,,,,,"club9budapest@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10733899","false","false","47.49685","19.05724","Club9 Restaurant and Drink Bar","2","+36 70 534 2969","$","3271","2991","#2,505 of 3,061 Restaurants in Budapest","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10733899-Reviews-Club9_Restaurant_and_Drink_Bar-Budapest_Central_Hungary.html","http://www.club-9.hu/"
"Kiraly utca 13, Budapest 1075 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,,,,,,,"6524192","false","false","47.49906","19.05837","Vespa Caffe & Szendvicsbar","8","+36 20 910 7339","","3271","2996","#2,509 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6524192-Reviews-Vespa_Caffe_Szendvicsbar-Budapest_Central_Hungary.html",
"Paal Laszlo ut, Budapest 1146 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Eastern European","Hungarian","Bar","Pub",,,,,,,,,"zoldkullobistro@gmail.com","1260","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","0",,,,,"1260","600",,,,,"14954130","false","false","47.5143","19.084194","Zold Kullo","19","+36 30 519 9355","$$ - $$$","3271","2994","#138 of 153 Quick Bites in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14954130-Reviews-Zold_Kullo-Budapest_Central_Hungary.html","https://www.facebook.com/zoldkullo.a.ligetben/"
"Vaci ut 1-3., Budapest 1062 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1200","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"7787556","false","false","47.51212","19.05753","Apropo Westend","8","+36 70 366 0417","","3271","2998","#2,510 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7787556-Reviews-Apropo_Westend-Budapest_Central_Hungary.html",
"Szervita ter 3, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14959587","false","false","47.49991","19.04946","A La Maison Breakfast and Brunch","2","+36 20 618 7580","","3271","3121","#2,621 of 3,061 Restaurants in Budapest","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14959587-Reviews-A_La_Maison_Breakfast_and_Brunch-Budapest_Central_Hungary.html","https://www.alamaisongrand.com/"
"Szechenyi Istvan ucta 2, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,,"Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15247210","false","false","47.445225","19.17441","Galaxy's Pizzeria and Food Bar","0","+36 30 336 3362","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15247210-Reviews-Galaxy_s_Pizzeria_and_Food_Bar-Budapest_Central_Hungary.html","https://www.galaxyspizza.hu/"
"Villanyi ut 4, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12339932","false","false","47.47776","19.04543","Dang Muoi Pho Bistro","10","+36 30 887 9333","$$ - $$$","3271","2995","#2,508 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12339932-Reviews-Dang_Muoi_Pho_Bistro-Budapest_Central_Hungary.html","http://www.vietnamietterem.hu"
"Bajcsy-Zsilinszky ut 43., Budapest 1065 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Hungarian","Gluten Free Options",,,,,,,,,,,"info@mixgardenbudapest.hu","1320","0",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1380","600",,,,,"1380","600",,,,,"10093879","false","false","47.506428","19.05509","MixGarden Tea House Budapest","9","+36 20 358 1862","$","3271","2997","#289 of 324 Coffee & Tea in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10093879-Reviews-MixGarden_Tea_House_Budapest-Budapest_Central_Hungary.html","http://www.mixgardenbudapest.hu"
"Jokai u. 14, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17714543","false","false","47.4666","19.24628","Green Turtle Cave","1","+36 1 302 0024","","3271","3132","#2,632 of 3,061 Restaurants in Budapest","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17714543-Reviews-Green_Turtle_Cave-Budapest_Central_Hungary.html",
"Tuzolto utca 82., Budapest 1094 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Hungarian",,,,,,,,,,,,"krisztina@istvancukraszda.hu","1080","600",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1080","600",,,,,"8774523","false","false","47.479393","19.081936","L'Amuse","1","+36 30 925 9593","","3271","3134","#2,634 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8774523-Reviews-L_Amuse-Budapest_Central_Hungary.html","http://www.facebook.com/LAmuse-1465171800363169/"
"II. Rakoczi Ferenc ut 142. A Pasta Brigoletto a Korzó üzletházban található, Budapest 1211 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"960","660",,,,,"15137278","false","false","47.426186","19.067423","Pasta Brigoletto","5","+36 30 162 2068","","3271","3137","#2,636 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15137278-Reviews-Pasta_Brigoletto-Budapest_Central_Hungary.html","http://www.pastabrigoletto.hu"
"Shopping Mall Arena Plaza Kerepesi Ut 9, Budapest 1087 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"17830884","false","false","47.498325","19.09201","Haagen-Dazs","1","+36 20 222 3085","","3271","3138","#2,637 of 3,061 Restaurants in Budapest","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17830884-Reviews-Haagen_Dazs-Budapest_Central_Hungary.html","https://www.generalmills.com/en/Brands/ice-cream/haagen-dazs"
"Csengery utca 48., Budapest 1067 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"chocodeli123@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8844594","false","false","47.506004","19.0658","ChocoDeli","1","+36 30 585 9502","","3271","3136","#204 of 215 Dessert in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8844594-Reviews-ChocoDeli-Budapest_Central_Hungary.html","http://www.facebook.com/chocodeli.bonbondiveki/"
"Karoly koerut 9, Budapest 1075 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Fast Food","European","Hungarian",,,,,,,,,,,"szigetfu.peter@legjobbkocsma.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8467802","false","false","47.49665","19.05781","City Beer","9","+36 70 941 8682","$","3271","3140","#2,639 of 3,061 Restaurants in Budapest","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8467802-Reviews-City_Beer-Budapest_Central_Hungary.html","http://www.legjobbkocsma.hu"
"Thokoly ut 25., Budapest 1146 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian",,,,,,,,,,,,,,,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,,,,,,,"13280487","false","false","47.503666","19.088537","Palacsintakiraly","1","+36 30 587 3357","$","3271","3133","#2,633 of 3,061 Restaurants in Budapest","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13280487-Reviews-Palacsintakiraly-Budapest_Central_Hungary.html","https://www.facebook.com/fincsipalacsinta/"
"Vaci utca 25, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Asian","Grill","Vegetarian Friendly",,,,,,,,,,,"1380","540",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","540",,,,,"6417995","false","false","47.493423","19.052702","La Lucia","561","+36 1 780 9064","$$ - $$$","3271","3135","#2,635 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6417995-Reviews-La_Lucia-Budapest_Central_Hungary.html","https://www.facebook.com/pages/La-Lucia/218485714981666"
"Molnar Viktor utca 90, Budapest 1158 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6598382","false","false","47.53406","19.13068","Vanilin Cukraszda","21","+36 1 270 9276","$$ - $$$","3271","3131","#2,631 of 3,061 Restaurants in Budapest","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6598382-Reviews-Vanilin_Cukraszda-Budapest_Central_Hungary.html","http://www.vanilin.hu/"
