"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"route de Suisse 38, Versoix, Geneva 1290 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","Cafe","European",,,,,,,"info@cartier-versoix.ch","1140","360",,,,,"1380","360",,,,,,,,,,,,,,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"2523809","false","false","46.2775","6.169444","Restaurant Les Regates","67","+41 22 755 15 22","$$ - $$$","1550","583","#551 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1203132-d2523809-Reviews-Restaurant_Les_Regates-Versoix_Geneva.html","http://www.cartier-versoix.ch/"
"Martel, 8 Rue du Marche, Geneve, Geneva 1227 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2303102","false","false","46.2035","6.146056","Tea-Room Martel","275","+41 22 342 00 45","$$ - $$$","1550","891","#18 of 37 Coffee & Tea in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2303102-Reviews-Tea_Room_Martel-Geneva.html","http://www.martel-chocolatier.ch"
"rue Jean-Violette 20, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,"info@cafejulesverne.com",,,,,,,"1440","1020",,,,,"1440","660",,,,,"1440","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","1020",,,,,"857958","false","false","46.194126","6.14535","Jules Verne","63","+41 22 321 51 00","$$ - $$$","1550","578","#546 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d857958-Reviews-Jules_Verne-Geneva.html","http://www.cafejulesverne.com"
"place du Lignon 4, Geneva 1219 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","French","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7035499","false","false","46.20443","6.097154","Le Sporting","17","+41 22 797 00 77","$$ - $$$","1550","884","#833 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7035499-Reviews-Le_Sporting-Geneva.html","http://www.le-sporting.ch"
"1 Rue De Geneve, Chene Bourg Rue de Genève 1, 1225 Chêne-Bourg, Geneva 1225 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","European","French","Swiss","Bar",,,,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"1500","450",,,,,"3957015","false","false","46.19581","6.191939","Restaurant Grand Chene","25","+41 22 348 21 20","$$ - $$$","1550","890","#838 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3957015-Reviews-Restaurant_Grand_Chene-Geneva.html",
"chemin Jean-Baptiste Vandelle 8, Versoix, Geneva 1290 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","Cafe","European","Healthy",,,,,,,,,,,,,,"1110","420",,,,,"1110","420",,,,,"1110","420",,,,,"1110","420",,,,,"1110","420",,,,,"1110","420",,,,,"13157316","false","false","46.28013","6.166","Marc-Andre CARTIER, chocolatier - patissier","6","+41 22 755 10 05","","1550","888","#6 of 13 Bakeries in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1203132-d13157316-Reviews-Marc_Andre_CARTIER_chocolatier_patissier-Versoix_Geneva.html","http://Chocolatcartier.ch"
"Boulevard Georges-Favon 25 Geneve, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1025411","false","false","46.200645","6.140885","Il Carosello","123","+41 22 328 56 40","$$ - $$$","1550","576","#545 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1025411-Reviews-Il_Carosello-Geneva.html","http://www.restaurants-pizzerias.ch/geneve/il-carosello-restaurant-italien-a-geneve-ge.html"
"rue des Eaux-Vives 21, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8463657","false","false","46.20401","6.15792","Manu Il Gelato Italiano","36","+41 22 777 21 21","$$ - $$$","1550","577","#17 of 37 Dessert in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8463657-Reviews-Manu_Il_Gelato_Italiano-Geneva.html","http://manugelato.ch"
"rue de Lausanne 21-23 1201 Geneve, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8125756","false","false","46.21195","6.144732","San Marino","29","+41 22 731 41 31","$$ - $$$","1550","893","#840 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8125756-Reviews-San_Marino-Geneva.html",
"gare CFF Cornavin, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1020","420",,,,,"3432774","false","false","46.21066","6.14389","Albert Pougnier","12","+41 22 342 24 51","$","1550","1001","#938 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3432774-Reviews-Albert_Pougnier-Geneva.html","http://www.pougnier-geneve.ch/"
"rue des Paquis 18, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Persian","Middle Eastern","Vegan Options","Halal","Vegetarian Friendly",,,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1025694","false","false","46.210766","6.148746","Royal India","65","+41 22 731 62 38","$$ - $$$","1550","885","#834 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1025694-Reviews-Royal_India-Geneva.html","http://www.smood.ch/fr/livraison/restaurants/geneve/royal-india"
"rue Verdaine 9, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17611484","false","false","46.20141","6.150475","Maple Healthy and Streetfood","8","+41 22 310 25 50","$$ - $$$","1550","994","#931 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d17611484-Reviews-Maple_Healthy_and_Streetfood-Geneva.html","http://maplegeneve.ch/"
"route de La-Repentance 86, Meinier, Geneva 1252 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"letilleul.meinier@gmail.com","900","600",,,,,"1350","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"900","600","1380","1080",,,"15146787","false","false","46.24771","6.23266","Le Tilleul","6","+41 22 752 66 70","","1550","886","#835 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g15147206-d15146787-Reviews-Le_Tilleul-Meinier_Geneva.html","http://www.letilleul.ch"
"rue du Grand-Bureau 16, Geneva 1227 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","French","American","Swiss","European",,,,,,"victoriapub@hotmail.com","1560","600",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","600",,,,,"8291698","false","false","46.18985","6.13702","Queen Victoria","29","+41 22 343 02 60","$$ - $$$","1550","892","#839 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8291698-Reviews-Queen_Victoria-Geneva.html","http://www.oumangerca.com/1195/restaurant-geneve/queen-victoria.html#"
"place de la Navigation 6, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options",,,,,,,"info@cafebollywood.ch","1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"814305","false","false","46.211853","6.149774","Bollywood Cafe","165","+41 22 731 88 77","$$ - $$$","1550","889","#837 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d814305-Reviews-Bollywood_Cafe-Geneva.html","http://www.cafebollywood.ch/index_large.html"
"rue de Cornavin 3, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"luckybrothers2020@gmail.com","1380","660",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"1440","360",,,,,"20055108","false","false","46.207195","6.141539","Lucky Brothers","10","+41 22 900 11 80","$$ - $$$","1550","630","#593 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d20055108-Reviews-Lucky_Brothers-Geneva.html","http://www.lucky-brothers.ch/"
"Route de Chancy 132 Onex, Geneva 1213 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European",,,,,,,,"giu.l@hotmail.com",,,,,,,"1440","390",,,,,"1440","390",,,,,"1440","390",,,,,"1440","390",,,,,"1440","390",,,,,"1440","390",,,,,"1016972","false","false","46.18286","6.098742","La Ferme","104","+41 22 792 16 89","$$ - $$$","1550","593","#560 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1016972-Reviews-La_Ferme-Geneva.html","http://www.la-ferme-onex.ch/"
"rue de la Maison-Forte 29, Geneva 1287 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European",,,,,,,,,"1440","510",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","510",,,,,"2454638","false","false","46.155613","6.036333","Chez le Docteur","58","+41 22 756 24 80","$$ - $$$","1550","591","#558 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2454638-Reviews-Chez_le_Docteur-Geneva.html","http://www.restaurantchezledocteur.ch"
"Route H.C. Forestier 36, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai","Asian","Vegetarian Friendly",,,,,,,,,,,,,,,"840","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"3978016","false","false","46.23442","6.09735","Aero Bistro","28","+41 22 788 01 33","$$ - $$$","1550","590","#557 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3978016-Reviews-Aero_Bistro-Geneva.html","http://www.aero-bistro-thai.ch/"
"Boulevard Georges-Favon 16, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish",,,,,,,,,,,,,,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1500","1020",,,,,"1560","1020",,,,,"1560","1080",,,,,"7744894","false","false","46.20281","6.14015","L'apothicaire","43","+41 22 328 15 10","$$ - $$$","1550","584","#552 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7744894-Reviews-L_apothicaire-Geneva.html","http://www.apothicairecocktail.ch"
"rue du Prieure 3 Paquis, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","African","Ethiopian",,,,,,,,,,,,,,,,"900","690","2100","1110",,,"900","690","2100","1110",,,"900","690","2100","1110",,,"900","690","1380","1110",,,"900","690","1380","1110",,,"900","510","1500","1110",,,"19657211","false","false","46.213394","6.148883","Hidmona","19","+41 22 900 08 42","$$ - $$$","1550","592","#559 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d19657211-Reviews-Hidmona-Geneva.html","http://www.hidmona-ge.ch"
"rue de Berne 29, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Vegetarian Friendly",,,,,,,,"1439","0",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1440","660",,,,,"1439","0",,,,,"12546120","false","false","46.210358","6.1461","Sultan Beyrouth","17","+41 22 738 14 98","$","1550","589","#556 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12546120-Reviews-Sultan_Beyrouth-Geneva.html","http://www.sultanbeyrouth.ch"
"rue de Montbrillant 2 Hotel Residence Le Montbrillant, Geneva 1201 Switzerland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","Swiss","European",,,,,,,"contact@montbrillant.ch","1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1260","360",,,,,"1446633","false","false","46.210976","6.141803","Cafe De La Gare","74","+41 22 733 77 84","$$ - $$$","1550","586","#553 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1446633-Reviews-Cafe_De_La_Gare-Geneva.html","http://www.montbrillant.ch"
"rue du Mole 5, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"1500","540",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1500","420",,,,,"1560","420",,,,,"1560","420",,,,,"11686400","false","false","46.212482","6.148917","Don Duarte","26","+41 22 731 44 30","$$ - $$$","1550","587","#554 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d11686400-Reviews-Don_Duarte-Geneva.html","http://donduarte.ch"
"carrefour de Rive 1, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Moroccan","Middle Eastern","Mediterranean","Vegetarian Friendly","Vegan Options","Halal",,,,"restaurant@lebaroush.ch",,,,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"7133342","false","false","46.200825","6.155581","Baroush","140","+41 22 810 02 02","$$ - $$$","1550","588","#555 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7133342-Reviews-Baroush-Geneva.html","http://www.lebaroush.com"
"rue de Carouge 92, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Gastropub","Swiss","European",,,,,,,"info@levg.ch",,,,,,,"1439","420",,,,,"1439","420",,,,,"1439","420",,,,,"1020","420",,,,,"1439","420",,,,,"1439","420",,,,,"3540699","false","false","46.19102","6.143552","Restaurant Le VG","58","+41 22 320 13 27","$$ - $$$","1550","933","#875 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3540699-Reviews-Restaurant_Le_VG-Geneva.html","http://www.levg.ch"
"rue de la Terrassiere 14, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,,,,,,,"6699506","false","false","46.200882","6.157098","Chez Moi","24","+41 22 736 25 20","$$ - $$$","1550","662","#623 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6699506-Reviews-Chez_Moi-Geneva.html",
"1 Rue Emile Yung, Geneva 1205 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"1440","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,,,,,,,"1045055","false","false","46.19579","6.150317","Le Senat 1970","107","+41 22 346 58 10","$$$$","1550","659","#620 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1045055-Reviews-Le_Senat_1970-Geneva.html","http://www.lesenat.ch/"
"rue de l' Ecole-de-Medecine 2, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Chinese","Vegetarian Friendly",,,,,,,,,,,,,,"840","705","1320","1050",,,"840","705","1320","1050",,,"840","705","1320","1050",,,"840","705","1320","1050",,,"840","705","1320","1050",,,"840","705","1320","1050",,,"7912874","false","false","46.19778","6.13875","Le Pousse-Pousse","32","+41 22 320 48 55","$$ - $$$","1550","656","#619 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7912874-Reviews-Le_Pousse_Pousse-Geneva.html","http://www.eat.ch/fr/restaurant/le-pousse-pousse-chinois/menu"
"boulevard du Pont-d'Arve 28, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"1410","540",,,,,"7700110","false","false","46.19523","6.14245","Chic Chicken","42","+41 22 320 53 44","$","1550","657","#15 of 37 Quick Bites in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7700110-Reviews-Chic_Chicken-Geneva.html","http://www.kfc-suisse.ch"
"rue Rousseau 1, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European",,,,,,,,"info@parisserie.ch",,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1110","570",,,,,"12535353","false","false","46.20652","6.14425","Parisserie Geneve","15","+41 22 900 17 41","$$ - $$$","1550","585","#4 of 13 Bakeries in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12535353-Reviews-Parisserie_Geneve-Geneva.html","https://www.parisserie.ch/"
"rue Liotard 4, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","Spanish","South American",,,,,,,,,"1380","660",,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"2174060","false","false","46.20941","6.13471","Barraco Chic","62","+41 22 345 55 05","$$ - $$$","1550","631","#594 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2174060-Reviews-Barraco_Chic-Geneva.html","http://www.barraco-chic-curitibas.ch/fr"
"Rue Chaponniere 7, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern","Persian","Contemporary",,,,,,,,"Tariagha@gmail.com","900","660","1380","1080",,,"900","660","1320","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"900","660","1380","1080",,,"15134336","false","false","46.20954","6.14471","Restaurant Persepolis","24","+41 22 900 19 19","$$ - $$$","1550","887","#836 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15134336-Reviews-Restaurant_Persepolis-Geneva.html","http://www.restaurantpersepolis.ch/"
"place du Cirque 3, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Bar","Cafe","European","Vegetarian Friendly",,,,,,"info@remor.ch","1440","480",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1500","420",,,,,"1500","420",,,,,"1045042","false","false","46.20139","6.140203","Remor Georges","227","+41 22 328 12 70","$$ - $$$","1550","663","#624 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1045042-Reviews-Remor_Georges-Geneva.html","https://remor.ch/"
"rue du Cendrier 12, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Cafe","Healthy",,,,,,,,"hello@white-rabbit.ch","960","540",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"960","540",,,,,"15572803","false","false","46.207108","6.144747","White Rabbit - Brunch & Co","39","+41 22 900 14 14","$$ - $$$","1550","660","#621 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15572803-Reviews-White_Rabbit_Brunch_Co-Geneva.html","http://www.white-rabbit.ch"
"rue du Mont-Blanc 26, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Fast Food",,,,,,,,,,"1320","540",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","480",,,,,"8440437","false","false","46.20944","6.143387","Starbucks","169","+41 22 731 03 13","$$ - $$$","1550","658","#16 of 37 Quick Bites in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8440437-Reviews-Starbucks-Geneva.html","https://www.facebook.com/pages/Starbucks-Switzerland/578212402199788"
"rue du Prieure 8 Quartier des Pâquis, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean",,,,,,,,,,"870","720",,,,,"870","720","1260","1140",,,"870","720","1260","1140",,,"1260","1140",,,,,"870","720","1260","1140",,,"870","720","1260","1140",,,"870","720","1260","1140",,,"15666864","false","false","46.21381","6.14824","Marroush","12","+41 22 900 12 27","$$ - $$$","1550","796","#753 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15666864-Reviews-Marroush-Geneva.html",
"boulevard Carl-Vogt 44, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Bar","Pub",,,,,,,,"lebardelaplage@gmail.com",,,,,,,"1500","390",,,,,"1500","390",,,,,"1500","390",,,,,"1560","390",,,,,"1560","390",,,,,"1560","1020",,,,,"6719576","false","false","46.19806","6.13546","Le Bar De La Plage","19","+41 22 321 75 25","$$ - $$$","1550","661","#622 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6719576-Reviews-Le_Bar_De_La_Plage-Geneva.html","https://www.facebook.com/BarDeLaPlaya/"
"via Monnet 10, Vernier, Geneva 1214 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10811339","false","false","46.21847","6.082269","Tennis de Vernier","15","+41 22 341 05 91","$$ - $$$","1550","943","#884 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g4346525-d10811339-Reviews-Tennis_de_Vernier-Vernier_Geneva.html","http://www.restaurant-tennis-vernier.ch/"
