"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"231 High Street Royal Mile, Edinburgh EH1 1PE Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","Italian","Pizza","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@gordonstrattoria.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1200078","false","false","55.95","-3.189095","Gordon's Trattoria","1389","+44 131 225 7992","$$ - $$$","2181","278","#246 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1200078-Reviews-Gordon_s_Trattoria-Edinburgh_Scotland.html","http://gordonstrattoria.com/"
"64 Thistle Street, Edinburgh EH2 1EN Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Mexican","Latin","Central American","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1440","720",,,,,"1440","720",,,,,"7322873","false","false","55.95392","-3.199947","El Cartel","731","+44 131 226 7171","$$ - $$$","2181","279","#247 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7322873-Reviews-El_Cartel-Edinburgh_Scotland.html","https://www.facebook.com/elcartelmexicana/"
"27 Roseburn Terrace, Edinburgh EH12 5NG Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Balti","Eastern European","Bangladeshi",,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"2481492","false","false","55.94545","-3.234499","Delta Indian Takeaway","59","+44 131 347 8868","$$ - $$$","2181","1439","#1,165 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2481492-Reviews-Delta_Indian_Takeaway-Edinburgh_Scotland.html","http://www.deltaindiantakeaway.co.uk/"
"113-115 Slateford Road, Edinburgh EH11 1QY Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"990","480",,,,,"13341961","false","false","55.93328","-3.23524","McGills Bakery","6","+44 131 337 2888","","2181","1450","#32 of 38 Bakeries in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d13341961-Reviews-McGills_Bakery-Edinburgh_Scotland.html","https://www.facebook.com/MarkMcGillButcher/posts/406509436215450"
"Chambers Street, Edinburgh EH1 1JF Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","British",,,,,,,,,,,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"7356018","false","false","55.947224","-3.189444","Balcony Cafe","63","+44 131 247 4084","$$ - $$$","2181","1441","#1,166 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7356018-Reviews-Balcony_Cafe-Edinburgh_Scotland.html",
"119 Lothian Road, Edinburgh EH3 9AN Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Fast Food","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"1440","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1500","660",,,,,"1500","660",,,,,"10494228","false","false","55.94603","-3.205351","Barburrito, Lothian Rd","64","+44 131 228 8269","$","2181","1448","#168 of 264 Quick Bites in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d10494228-Reviews-Barburrito_Lothian_Rd-Edinburgh_Scotland.html","http://barburrito.co.uk/restaurants/lothianroad/"
"541 Castlehill, Edinburgh EH1 2ND Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15004780","false","false","55.9489","-3.195059","Mackie's Of Scotland Ice Cream","8",,"$$ - $$$","2181","1442","#61 of 69 Dessert in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d15004780-Reviews-Mackie_s_Of_Scotland_Ice_Cream-Edinburgh_Scotland.html","http://www.mackies.co.uk/"
"67-69 Main Street, Edinburgh EH4 5AD Scotland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Bangladeshi","Asian","Balti","Vegetarian Friendly","Halal",,,,,,,,,"info@bangla-kitchen.co.uk","1380","1020",,,,,"1380","1020",,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"3672906","false","false","55.965614","-3.270881","Bangla Kitchen","68","+44 131 312 6260","$$ - $$$","2181","1444","#1,168 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3672906-Reviews-Bangla_Kitchen-Edinburgh_Scotland.html","http://banglakitchenonline.co.uk"
"Tourist Information Centre 3 Princes Street, Edinburgh EH2 2QP Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Peruvian","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19425655","false","false","55.95287","-3.19062","The Peruvian","8","+44 7576 078507","","2181","1445","#1,169 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19425655-Reviews-The_Peruvian-Edinburgh_Scotland.html","https://www.facebook.com/The-Peruvian-2007493212828457/"
"138 Duke Street, Edinburgh EH6 8HR Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Balti","Asian","Vegetarian Friendly","Halal",,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"2639813","false","false","55.96922","-3.16801","Bombay Spice","58","+44 131 555 3007","$$ - $$$","2181","1447","#1,171 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2639813-Reviews-Bombay_Spice-Edinburgh_Scotland.html","http://www.bombayspicerestaurant.co.uk"
"51A George Street, Edinburgh EH2 2HT Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Street Food",,,,,,,,,,,,"info@eastsideedinburgh.co.uk",,,,,,,,,,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"15100344","false","false","55.953423","-3.198998","Eastside","20","+44 131 226 2275","$$ - $$$","2181","1449","#1,173 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d15100344-Reviews-Eastside-Edinburgh_Scotland.html","http://www.eastsideedinburgh.co.uk"
"3 Annfield, Edinburgh EH6 4JF Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Fast Food","Asian","Balti","Eastern European",,,,,,,,,,"goforcury@gmail.com","1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"1380","990",,,,,"5263856","false","false","55.97976","-3.18961","Ocean Spice","45","+44 131 551 2700","$$ - $$$","2181","1446","#1,170 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5263856-Reviews-Ocean_Spice-Edinburgh_Scotland.html","http://www.oceanspiceedinburgh.co.uk/"
"5 Seaforth Terrace (opposite previous location), Edinburgh EH4 2BS Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"840","600",,,,,"840","600",,,,,"840","600",,,,,"840","600",,,,,"7942330","false","false","55.95852","-3.24981","Cloudberry Cafe & Shop","30","+44 131 467 2878","$","2181","1443","#1,167 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7942330-Reviews-Cloudberry_Cafe_Shop-Edinburgh_Scotland.html","http://www.cloudberrygifts.co.uk/"
"121 Hanover Street, Edinburgh EH2 1DJ Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,"restaurant","Cafe","European","British","Healthy","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@urban-angel.co.uk","1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"850546","false","false","55.954838","-3.197908","Urban Angel","991","+44 131 225 6215","$$ - $$$","2181","275","#244 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d850546-Reviews-Urban_Angel-Edinburgh_Scotland.html","http://www.urban-angel.co.uk"
"15 Dalry road, Edinburgh EH11 2BA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vietnamese","Asian","Vegetarian Friendly",,,,,,,,,,,,"Phoviet1.restaurant@gmail.com","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"17728399","false","false","55.94543","-3.21714","Pho Viet","36","+44 131 337 7522","$$ - $$$","2181","1073","#905 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17728399-Reviews-Pho_Viet-Edinburgh_Scotland.html","https://phoviet.co.uk/"
"19 Cockburn Street, Edinburgh EH1 1BP Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","Italian","European","Wine Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"eccovino@googlemail.com","1020","750",,,,,"1020","720",,,,,"1020","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"732347","false","false","55.950645","-3.190447","Ecco Vino","810","+44 131 225 1441","$$ - $$$","2181","282","#250 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d732347-Reviews-Ecco_Vino-Edinburgh_Scotland.html","http://www.eccovinoedinburgh.com/"
"2-8 West Crosscauseway, Edinburgh EH8 9JP Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","Bar","British","Scottish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"info@fiftysixnorth.co.uk","1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1404858","false","false","55.94392","-3.185229","56 North","717","+44 131 662 8860","$$ - $$$","2181","289","#257 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1404858-Reviews-56_North-Edinburgh_Scotland.html","http://fiftysixnorth.co.uk/book/"
"54 Princes Street, Edinburgh EH2 2DQ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","British","Vegetarian Friendly",,,,,,,,,,,,,"1050","660",,,,,"1110","480",,,,,"1110","480",,,,,"1110","480",,,,,"1170","480",,,,,"1110","480",,,,,"1110","510",,,,,"4453203","false","false","55.952744","-3.194793","Marks and Spencer Cafe","170","+44 131 225 2301","$","2181","1081","#105 of 264 Quick Bites in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4453203-Reviews-Marks_and_Spencer_Cafe-Edinburgh_Scotland.html","http://www.marksandspencer.com/"
"32 Crighton Place Leith Walk, Edinburgh EH7 4NY Scotland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Italian","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@gaiadeliedinburgh.co.uk","960","660",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","570",,,,,"2587427","false","false","55.96338","-3.177917","Gaia Delicatessan","144","+44 131 553 7333","$","2181","290","#258 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2587427-Reviews-Gaia_Delicatessan-Edinburgh_Scotland.html","http://www.gaiadeliedinburgh.co.uk"
"1A Haymarket Mid-Lothian, Edinburgh EH12 5EY Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"1170","480",,,,,"1170","420",,,,,"1170","420",,,,,"1170","420",,,,,"1170","420",,,,,"1170","420",,,,,"1170","420",,,,,"5793901","false","false","55.94603","-3.218463","Starbucks","46","+44 131 337 9050","$$ - $$$","2181","1088","#98 of 214 Coffee & Tea in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5793901-Reviews-Starbucks-Edinburgh_Scotland.html","http://www.starbucks.com/store/2452/gb/edinburgh-haymarket-railways/1a-haymarket-railway-station-edinburgh-sct-eh12"
"37-39 George IV Bridge, Edinburgh EH1 1EL Scotland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"info@brunchandsupper.co.uk","960","540",,,,,"960","480",,,,,"960","480","1350","1080",,,"960","480","1350","1080",,,"960","480","1350","1080",,,"1380","480",,,,,"960","480","1380","1080",,,"13880058","false","false","55.947536","-3.19125","Brunch and Supper","91","+44 131 225 6690","$$ - $$$","2181","1084","#909 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d13880058-Reviews-Brunch_and_Supper-Edinburgh_Scotland.html","https://brunchandsupper.co.uk/"
"8 Union Street, Edinburgh EH1 3LU Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"contact@phuket-pavilion.co.uk","1290","990",,,,,,,,,,,,,,,,,"1290","990",,,,,"1290","990",,,,,"1290","990",,,,,"1290","990",,,,,"943800","false","false","55.95756","-3.185608","Phuket Pavilion","730","+44 131 556 4323","$$ - $$$","2181","283","#251 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d943800-Reviews-Phuket_Pavilion-Edinburgh_Scotland.html","http://www.phuket-pavilion.co.uk"
"40 Portobello High Street, Edinburgh EH15 1DA Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Bar","British","Pub","Scottish","Gastropub","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"forestersguild@gmail.com","1380","720",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1500","660",,,,,"1500","660",,,,,"6485156","false","false","55.95509","-3.117993","Foresters Guild","383","+44 131 669 2750","$$ - $$$","2181","288","#256 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d6485156-Reviews-Foresters_Guild-Edinburgh_Scotland.html","http://www.forestersguild.co.uk"
"69 Home Street Tollcross, Edinburgh EH3 9JP Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","International","British","Scottish",,,,,,,,,,"thecuckoosnest@hotmail.co.uk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2103988","false","false","55.942123","-3.203402","The Cuckoo's Nest","101","+44 131 629 0509","$$ - $$$","2181","1089","#913 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2103988-Reviews-The_Cuckoo_s_Nest-Edinburgh_Scotland.html","http://en-gb.facebook.com/pages/The-cuckoos-nest/120724884647498"
"18 West Register Street, Edinburgh EH2 2AA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"edinburgh@tattu.co.uk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","900",,,,,"1260","900",,,,,"19003821","false","false","55.953854","-3.190983","Tattu Edinburgh","371","440000000000","$$$$","2181","287","#255 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19003821-Reviews-Tattu_Edinburgh-Edinburgh_Scotland.html","http://www.tattu.co.uk"
"5-11 Leith Street, Edinburgh EH1 3AT Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Bar","British","Pub","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@newsroomedinburgh.co.uk","1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"3649219","false","false","55.953785","-3.188244","The Newsroom","800","+44 131 557 5830","$$ - $$$","2181","284","#252 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3649219-Reviews-The_Newsroom-Edinburgh_Scotland.html","http://www.newsroomedinburgh.co.uk/"
"33 Raeburn Place, Edinburgh EH4 1HX Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","British","Vegetarian Friendly",,,,,,,,,,,,,"1020","600",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"730849","false","false","55.958923","-3.211744","Maxi's","160","+44 131 343 3007","$$ - $$$","2181","1087","#912 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d730849-Reviews-Maxi_s-Edinburgh_Scotland.html","https://facebook.com/maxiscafe/"
"61 Mayfield Road, Edinburgh EH9 3AA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Fast Food",,,,,,,,,,,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"1320","990",,,,,"5423522","false","false","55.93052","-3.176163","The Pacific Fish Bar","26","+44 131 668 3890","$","2181","1085","#910 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5423522-Reviews-The_Pacific_Fish_Bar-Edinburgh_Scotland.html",
"9 Baxter's Place, Edinburgh EH1 3AF Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Italian","Pizza","Street Food","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1320","600",,,,,"1320","600",,,,,"1917352","false","false","55.95776","-3.184526","Taste of Italy","1128","+44 131 557 9998","$","2181","285","#253 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1917352-Reviews-Taste_of_Italy-Edinburgh_Scotland.html","http://www.vittoriagroup.co.uk/tasteofitaly"
