"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jezioranskiego 49 lok. U14, Warsaw 03-982 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"saskabistro@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10336713","false","false","52.22853","21.07601","Saska Bistro","5","+48 537 777 836","","2962","2333","#2,148 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10336713-Reviews-Saska_Bistro-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/saskabistro/"
"Mokotowska 1, Warsaw 00-640 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"zebra@olimprest.pl",,,,,"990","480",,,,,"990","480",,,,,"990","480",,,,,"990","480",,,,,"990","480",,,,,,,,,"12189014","false","false","52.21759","21.01619","Olimp Zebra Tower","1",,"$","2962","2336","#2,151 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12189014-Reviews-Olimp_Zebra_Tower-Warsaw_Mazovia_Province_Central_Poland.html","http://olimprest.pl/nasze-restauracje/"
"ul. Garazowa 7, Warsaw 02-651 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16755793","false","false","52.18754","21.00385","My food China","1","+48 734 176 236","","2962","2332","#2,147 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d16755793-Reviews-My_food_China-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/williamup2008/"
"Plac zelaznej bramy 1 Hala Gwardii, Warsaw 00-138 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","South American",,,,,,,,,,"paramaribo.waw@gmail.com","1380","600",,,,,,,,,,,,,,,,,,,,,,,,,,,"1500","540",,,,,"1500","540",,,"17406255","false","false","52.23927","21.00011","Paramaribo - Taste of Suriname","2","+48 793 917 381","","2961","2090","#1,910 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17406255-Reviews-Paramaribo_Taste_of_Suriname-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/Paramaribo_Warsaw-559093071248814/"
"ul. Rynek Starego Miasta 12, Warsaw 00-272 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4717506","false","false","52.25002","21.01276","D Wisniewakid I Wspolnicy Spolka Jawna","2",,"","2961","2255","#2,070 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4717506-Reviews-D_Wisniewakid_I_Wspolnicy_Spolka_Jawna-Warsaw_Mazovia_Province_Central_Poland.html",
"Prozna 5, Warsaw 00-107 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"klubokawiarniababel@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19042940","false","false","52.23646","21.00557","Klubokawiarnia Babel","1","+48 511 004 299","","2961","2260","#2,075 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19042940-Reviews-Klubokawiarnia_Babel-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/KlubokawiarniaBabel/?_rdc=1&_rdr"
"Pulawska 246/5 Pasaż Smyczkowa, Warsaw 02-684 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Hawaiian","Healthy",,,,,,,,,"kontakt@aroha.pl",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,,,,,"17566581","false","false","52.17194","21.018496","Aroha Bowl Mokotow","1","+48 794 696 070","$","2961","2257","#2,072 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17566581-Reviews-Aroha_Bowl_Mokotow-Warsaw_Mazovia_Province_Central_Poland.html","http://aroha.pl"
"Zgrupowania AK ''Kampinos'' 15, Warsaw 01-943 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Southwestern",,,,,,,,,"pastramimdeli@gmali.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19468065","false","false","52.30096","20.93815","Pastrama Manhattan Deli","1","+48 736 641 498","$","2961","2253","#2,068 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19468065-Reviews-Pastrama_Manhattan_Deli-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/pastramamanhattandeli/"
"ul. Belgradzka 14, Warsaw 02-793 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"kontakt@simplybistro.pl",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1020","660",,,"15075866","false","false","52.14079","21.06027","Simply Bistro","3","+48 728 132 414","","2961","2254","#2,069 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15075866-Reviews-Simply_Bistro-Warsaw_Mazovia_Province_Central_Poland.html","http://simplybistro.pl/"
"Rynek Nowego Miasto 21/23, Warsaw 00-229 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Turkish","Egyptian",,,,,,,,,"1380","600",,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,"18716484","false","false","52.25267","21.00842","Kebab Egipt Grill Shisha Bar","1","+48 22 251 29 28","","2961","2251","#2,066 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d18716484-Reviews-Kebab_Egipt_Grill_Shisha_Bar-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/Kebab.egipt.grill.bar"
"Gorczewska 228, Warsaw 01-460 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Bar","Sushi","Pub",,,,,,,"biuro@ajisushi.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11841486","false","false","52.240376","20.90001","Aji Sushi","3","+48 500 400 972","$$ - $$$","2961","2258","#2,073 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d11841486-Reviews-Aji_Sushi-Warsaw_Mazovia_Province_Central_Poland.html","http://www.ajisushi.pl/"
"ul. Chmielna 2, Warsaw 00-020 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8724215","false","false","52.23329","21.01879","Nowy Vegan Swiat","3",,"","2961","2091","#1,911 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8724215-Reviews-Nowy_Vegan_Swiat-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/Nowy-Vegan-%C5%9Awiat-898204870245551/"
"Ul. Nowy Swiat 6/12, Warsaw 00-497 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar",,,,,,,,,,,"1440","780",,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","720",,,,,"1680","780",,,"1911081","false","false","52.236","21.01845","Vinoteka la Bodega","16","+48 22 745 46 10","","2961","2256","#2,071 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1911081-Reviews-Vinoteka_la_Bodega-Warsaw_Mazovia_Province_Central_Poland.html",
"ul. WioSlarska 8, Warsaw 00-411 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","European","Polish","Japanese Fusion",,,,,,,"kontakt@ogrodywisla.pl","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1680","720",,,,,"1680","720",,,"20264171","false","false","52.233368","21.039654","Ogrody Wisla","18","+48 535 770 800","$$ - $$$","2961","2099","#1,919 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d20264171-Reviews-Ogrody_Wisla-Warsaw_Mazovia_Province_Central_Poland.html","http://www.ogrodywisla.pl"
"Swiatowida 57 Lokal 13U, Warsaw 03-144 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,"thai.delight.sc@gmail.com","1260","660",,,"1230","720",,,,,"1230","720",,,,,"1230","720",,,,,"1230","720",,,,,"1230","720",,,,,"1260","660",,,"14177160","false","false","52.328117","20.939867","Thai Delight","2","+48 781 778 772","$","2961","2092","#1,912 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14177160-Reviews-Thai_Delight-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/kawiarnia.thaidelight/"
"ul. Geodetow 23C, Warsaw 02-396 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1200","540",,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,"7604483","false","false","52.20572","20.97035","Kofiko","4","+48 609 415 646","","2961","2096","#1,916 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7604483-Reviews-Kofiko-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/KOFIKO.CAFE"
"ul. Marszalkowska 4, Warsaw 00-590 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10250515","false","false","52.21448","21.02146","Bonsai Taste of Asia","6",,"","2961","2095","#1,915 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10250515-Reviews-Bonsai_Taste_of_Asia-Warsaw_Mazovia_Province_Central_Poland.html",
"U223389, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Polish","European","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2165894","false","false","52.24438","21.01469","Skwer","21",,"$$ - $$$","2961","2093","#1,913 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d2165894-Reviews-Skwer-Warsaw_Mazovia_Province_Central_Poland.html",
"Chmielna 13, Warsaw 00-021 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Belgian","European","Street Food","Fast Food","Canadian",,,,,"modernfoodpl@gmail.com","1380","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"120","0","1560","720",,,"1440","720",,,"20977548","false","false",,,"TWIST Frytki","3","+48 576 130 859","$","2961","2094","#1,914 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d20977548-Reviews-TWIST_Frytki-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/ModernFoodPL"
"Pulawska 82, Warsaw 02-603 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1350","600",,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,"13171766","false","false","52.19903","21.02356","Pizzeria Prima","6","+48 22 646 64 68","$","2961","2100","#1,920 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13171766-Reviews-Pizzeria_Prima-Warsaw_Mazovia_Province_Central_Poland.html","http://www.pizzeriaprima.waw.pl/"
"Ul. Marszalkowska 60, Warsaw 00-545 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,"denis.kurjan.subway@gmail.com","1260","480",,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1320","480",,,,,"1320","480",,,,,"1260","480",,,"8619261","false","false","52.2241","21.015747","Subway","15","+48 22-243-24-77","$","2961","2098","#1,918 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8619261-Reviews-Subway-Warsaw_Mazovia_Province_Central_Poland.html","https://restaurants.subway.com/poland/mz/warszawa/ul-marszalkowska-60?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=64464&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjk2MzItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Walbrzyska 3/5, Warsaw 02-739 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","International","Mediterranean","Pub","Fusion",,,,,,"blizejwawa@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19071301","false","false","52.17315","21.03196","Blizej - Klubokawiarnia","1","+48 798 392 831","$","2961","2252","#2,067 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19071301-Reviews-Blizej_Klubokawiarnia-Warsaw_Mazovia_Province_Central_Poland.html","http://www.blizejwawa.pl"
"Zlota 3, Warsaw 00-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vietnamese",,,,,,,,"bar@barorientexpress.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13536291","false","false","52.24047","21.11502","Orient Express","2","+48 512 565 304","$","2962","2347","#2,162 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13536291-Reviews-Orient_Express-Warsaw_Mazovia_Province_Central_Poland.html","http://barorientexpress.pl"
"Rakowiecka 61, Warsaw 02-532 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","Bar","European","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15663064","false","false","52.20599","21.00086","Kawiarnia Otwarta","1","+48 660 563 000","","2962","2345","#2,160 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15663064-Reviews-Kawiarnia_Otwarta-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/kawiarniaotwarta"
"Aleje Jerozolimskie 148 Atrium Reduta, Warsaw 02-326 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14796903","false","false","52.21267","20.95168","Mleczarnia Jerozolimska","2","+48 660 577 386","$","2962","2344","#2,159 of 3,259 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14796903-Reviews-Mleczarnia_Jerozolimska-Warsaw_Mazovia_Province_Central_Poland.html","http://atrium-reduta.pl/sklep/mleczarnia-2/"
"Bakalarska 11, Warsaw 00-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19450097","false","false","52.19354","20.95745","Pho Mai Hien","3","+48 880 454 933","","2962","2343","#2,158 of 3,259 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19450097-Reviews-Pho_Mai_Hien-Warsaw_Mazovia_Province_Central_Poland.html",
"ul. Mangalia 4, Warsaw 02-758 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Korean","Vietnamese",,,,,,,"beo.asian.cuisine@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14983986","false","false","52.18691","21.04683","Beo Asian Cuisine","1",,"","2962","2349","#2,164 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14983986-Reviews-Beo_Asian_Cuisine-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/BeoAsianCuisine/"
"Towarowa 35, Warsaw 02-640 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"gourmandise@gmail.com","1200","600",,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,"12453951","false","false","52.23505","20.98032","Stolowka Gourmandise","1",,"","2962","2350","#2,165 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12453951-Reviews-Stolowka_Gourmandise-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/Sto%C5%82%C3%B3wka-Gourmandise-1118217281578080/"
"ul. Aleje Jerozolimskie 87, Warsaw 02-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3671607","false","false","52.22732","20.999933","China Town - Centrum","26","+48 22 621 37 90","$$ - $$$","2962","2342","#2,157 of 3,259 Restaurants in Warsaw","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3671607-Reviews-China_Town_Centrum-Warsaw_Mazovia_Province_Central_Poland.html","http://www.chinatown.pl/"
"Grojecka 68a, Warsaw 02-339 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9456984","false","false","52.21397","20.978508","Restauracja Sedo kebab","21","+48 22 215 66 69","$","2962","2348","#2,163 of 3,259 Restaurants in Warsaw","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d9456984-Reviews-Restauracja_Sedo_kebab-Warsaw_Mazovia_Province_Central_Poland.html","http://sedokebab.pl/"
"ul. Merliniego 4 Wodny Park Warszawianka, Warsaw 02-511 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Seafood","International","European","Healthy","Soups",,,,,"restauracja@bostonport.pl","1200","720",,,"1200","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","720",,,"18319729","false","false","52.19503","21.02597","Restauracja Wodny Park by Boston Port","1","+48 666 899 444","$$ - $$$","2961","2259","#2,074 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d18319729-Reviews-Restauracja_Wodny_Park_by_Boston_Port-Warsaw_Mazovia_Province_Central_Poland.html","http://bostonport.pl"
"Szadkowskiego 2A, Warsaw 00-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12225249","false","false","52.250694","20.918163","Fresh Burrito","1","+48 731 709 718","$","2962","2346","#2,161 of 3,259 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12225249-Reviews-Fresh_Burrito-Warsaw_Mazovia_Province_Central_Poland.html","http://www.freshburrito.pl/"
"Chlodna 35/37, Warsaw 00-891 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12788601","false","false","52.236473","20.986994","Wolska Ferajna","4","+48 696 359 573","","2961","2097","#1,917 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12788601-Reviews-Wolska_Ferajna-Warsaw_Mazovia_Province_Central_Poland.html","https://www.wolskaferajna.pl/kontakt"
"ul. Emilii Plater 8, Warsaw 00-669 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"alxpak@interia.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2693905","false","false","52.22376","21.00832","Restauracja Delikates Kulinarny","2","+48 606 140 170","","2961","2269","#2,084 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d2693905-Reviews-Restauracja_Delikates_Kulinarny-Warsaw_Mazovia_Province_Central_Poland.html",
"Al. NiepodlegloSci 88, Warsaw 02-585 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Polish","Bar","Cafe","European","Pub","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18917352","false","false","52.19752","21.01328","Herbaciarnia Sikkim","1","+48 22 844 14 79","","2961","2264","#2,079 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d18917352-Reviews-Herbaciarnia_Sikkim-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/herbatacompl/"
"Konstruktorska 9 U2, Warsaw 02-673 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Beer restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19516376","false","false","52.18527","20.992672","Meet & Fit","1","+48 511 126 107","$","2961","2261","#2,076 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19516376-Reviews-Meet_Fit-Warsaw_Mazovia_Province_Central_Poland.html","http://www.meetandfit.pl/warszawa2"
"Inzynierska 3 /4a, Warsaw 03-410 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Pub","Gastropub","Soups",,,,,,,,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,,,,,"16674112","false","false","52.25721","21.03614","Perla Pragi","1","+48 503 574 278","","2961","2265","#2,080 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d16674112-Reviews-Perla_Pragi-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/perlapragiinzynierska/"
"Bukowinska 8 Ste 1, Warsaw 02-703 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,"beefbeerburger@gmail.com","1200","720",,,"1320","750",,,,,"1320","750",,,,,"1320","750",,,,,"1320","750",,,,,"1320","750",,,,,"1320","750",,,"14122239","false","false","52.179874","21.02748","Beef&Beer","9","+48 660 474 141","$$ - $$$","2961","2263","#2,078 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14122239-Reviews-Beef_Beer-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/BeefnBeer4U/"
"ul. Nowy Swiat 27, Warsaw 00-029 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,"1380","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,"1635350","false","false","52.23297","21.01935","The Place Sushi","8","+48 22 826 45 17","","2961","2267","#2,082 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1635350-Reviews-The_Place_Sushi-Warsaw_Mazovia_Province_Central_Poland.html","http://www.theplacesushi.pl/"
"ul. Belwederska 1 On the crossroad, Warsaw 00-761 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1140","660",,,,,"1080","600",,,"17185830","false","false","52.202","21.03454","Kurczak z rozna na Dolnej","1","+48 882 947 555","$","2961","2262","#2,077 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17185830-Reviews-Kurczak_z_rozna_na_Dolnej-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/warszawskikurczakzrozna/"
"Giuseppe Garibaldiego 4/8 Rondo Wiatraczna, Warsaw 04-078 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"cukiernia@olczak.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19503447","false","false","52.24374","21.08291","Cukiernia Olczak i Syn","1","+48 22 810 36 13","","2961","2270","#2,085 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d19503447-Reviews-Cukiernia_Olczak_i_Syn-Warsaw_Mazovia_Province_Central_Poland.html","http://www.olczak.pl/"
"ul. Powstancow Slaskich 106/5, Warsaw 01-466 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,"info@hinducurry.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17433218","false","false",,,"Restauracja Hindu Curry","2","+48 513 924 062","$","2961","2268","#2,083 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17433218-Reviews-Restauracja_Hindu_Curry-Warsaw_Mazovia_Province_Central_Poland.html","http://www.hinducurry.pl"
"ul. Hoza 41, Warsaw 00-681 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"makuk1@onet.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17669023","false","false","52.22566","21.01201","Pierogowo","1","+48 510 233 321","","2961","2266","#2,081 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17669023-Reviews-Pierogowo-Warsaw_Mazovia_Province_Central_Poland.html","http://www.pierogowo1.pl"
