"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"U Uranie 18 Praha 7 Holesovice, Prague 170 00 Czech Republic","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"info@theeatery.cz",,,,,,,,,,,,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"900","690","1380","1050",,,"1380","1050",,,,,"15063001","false","false","50.10739","14.450833","The Eatery","146","+420 603 945 236","$$ - $$$","5265","25","#23 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15063001-Reviews-The_Eatery-Prague_Bohemia.html","http://www.theeatery.cz"
"Petrska 1136/12 Near Petrské věžě, Nove Mesto, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"kthetwobrothers@gmail.com","1320","720",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"6661941","false","false","50.09135","14.433822","K The Two Brothers","3000","+420 775 494 213","$$ - $$$","5265","23","#21 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6661941-Reviews-K_The_Two_Brothers-Prague_Bohemia.html","http://www.kthetwobrother.com"
"Ronkova 12, Prague 180 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"ronkova@namasteindia.cz","1380","720",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"10920105","false","false","50.105824","14.476858","Namaste India Indian Restaurant","1035","+420 223 003 034","$$ - $$$","5265","18","#16 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10920105-Reviews-Namaste_India_Indian_Restaurant-Prague_Bohemia.html",
"Stepanska 611/14, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"info@levitaterestaurant.cz",,,,,,,,,,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"12645464","false","false","50.077736","14.425164","Levitate Restaurant","177","+420 724 516 996","$$$$","5265","17","#15 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12645464-Reviews-Levitate_Restaurant-Prague_Bohemia.html","http://www.levitaterestaurant.cz"
"Karlovarska 327/45 Vlastní parkoviště, Prague 163 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Grill","Barbecue","Eastern European","Georgian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"ugruzina@email.cz","1200","720",,,,,,,,,,,,,,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"8078587","false","false","50.07528","14.319147","U Gruzina","227","+420 777 058 200","$$ - $$$","5265","31","#29 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8078587-Reviews-U_Gruzina-Prague_Bohemia.html","http://ugruzina.cz"
"Jireckova 13/1014 Letenske namesti Tram stop, Prague 170 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Indian","Asian","Bangladeshi","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@currypalace.cz","1350","720",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","720",,,,,"4093206","false","false","50.099316","14.422975","Curry Palace","491","+420 775 146 252","$$ - $$$","5265","32","#30 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4093206-Reviews-Curry_Palace-Prague_Bohemia.html","http://www.currypalace.cz"
"Sazavska 720/19 Sázavská, 720/19, Prague 12000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"960","540",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"960","540",,,,,"7123507","false","false","50.075935","14.440544","Mezi srnky","262","+420 732 238 833","$","5265","33","#2 of 434 Coffee & Tea in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123507-Reviews-Mezi_srnky-Prague_Bohemia.html","http://www.mezisrnky.cz"
"Konviktska 11 Prague 1, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","American","Bar","International","European","Vegetarian Friendly",,,,,,,,,,,"info@thestreet.cz","1350","720",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","720",,,,,"12269888","false","false","50.083553","14.416653","The Street Burgers and Cocktail Bar Prague 1","1383","+420 776 764 627","$$ - $$$","5265","30","#28 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12269888-Reviews-The_Street_Burgers_and_Cocktail_Bar_Prague_1-Prague_Bohemia.html","http://www.thestreet.cz"
"Roztylska 2321/19 Westfield Chodov, Prague 14800 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"info@bistrawveg.cz","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"12995004","false","false","50.03207","14.490996","bistRAWveg","3",,"","5265","3604","#3,088 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12995004-Reviews-BistRAWveg-Prague_Bohemia.html","http://www.bistrawveg.cz/pobocky"
"Seifertova 2, Prague 130 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"info@goldenegg.cz","840","540",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"840","540",,,,,"19241355","false","false","50.085186","14.442225","golden egg","17",,"","5265","1472","#1,238 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d19241355-Reviews-Golden_egg-Prague_Bohemia.html","http://www.goldenegg.cz"
"Uruguayska 176/19, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Czech","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"rezervace@bluewagon.cz",,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"3835034","false","false","50.074047","14.438282","Blue Wagon","781","+420 222 561 378","$$$$","5265","27","#25 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3835034-Reviews-Blue_Wagon-Prague_Bohemia.html","http://www.bluewagon.cz"
"Vinohradska 1183/83, Prague 12000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Sicilian","Southern-Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@amunipraha.cz","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"13160436","false","false","50.07729","14.446522","Amuni Pizzeria","448","+420 606 068 765","$$ - $$$","5265","29","#27 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13160436-Reviews-Amuni_Pizzeria-Prague_Bohemia.html","http://www.amunipraha.cz"
"Krkonosska 1607/10 Vinohrady, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Italian","Seafood","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"lacasadierminio@seznam.cz",,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"7178401","false","false","50.079777","14.446285","La Casa di Erminio","322","+420 704 087 191","$$ - $$$","5265","28","#26 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7178401-Reviews-La_Casa_di_Erminio-Prague_Bohemia.html","http://www.lacasadierminio.cz"
"Karlova 147/44, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Contemporary","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"info@gallery44.cz","1380","780",,,,,,,,,,,,,,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"1380","780",,,,,"15088391","false","false","50.086","14.418889","Gallery 44","512","+420 605 177 117","$$$$","5265","26","#24 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15088391-Reviews-Gallery_44-Prague_Bohemia.html","http://www.gallery44.cz"
"Maltezske namesti 8, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Czech","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"bistro@oldroyalpost.com","630","450","1020","690",,,"630","450","960","690","1320","1020","630","450","960","690","1320","1020","630","450","960","690","1320","1020","630","450","960","690","1320","1020","630","450","960","690","1320","1020","630","450","960","690","1320","1020","14396798","false","false","50.086346","14.404895","The Mail Room bistro","326","+420 775 068 752","$$ - $$$","5265","40","#37 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14396798-Reviews-The_Mail_Room_bistro-Prague_Bohemia.html","http://www.mailroombistro.com/"
"Palackeho 15, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"palackeho@namasteindia.cz","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"15294697","false","false","50.08087","14.423941","Namaste India Palackeho","422","+420 776 785 786","$$ - $$$","5265","38","#35 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15294697-Reviews-Namaste_India_Palackeho-Prague_Bohemia.html","http://www.namasteindia.cz"
"Havlickova 1030/1, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","International","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"info@portfolio-restaurant.cz",,,,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,"870","660",,,,,,,,,,,"10299686","false","false","50.087322","14.43242","Portfolio restaurant","1442","+420 607 003 878","$$$$","5265","37","#34 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10299686-Reviews-Portfolio_restaurant-Prague_Bohemia.html","http://www.portfolio-restaurant.cz/en?utm_source=tripadvisor&utm_medium=referral"
"Narodnich hrdinu 28 Dolni Pocernice, Prague 190 12 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"info@rangdebasanti.cz","1320","720",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"7682064","false","false","50.087154","14.576275","Rang De Basanti. Indian Restaurant","202","+420 773 197 878","$$ - $$$","5265","39","#36 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7682064-Reviews-Rang_De_Basanti_Indian_Restaurant-Prague_Bohemia.html","http://www.rangdebasanti.cz"
"Americka 32 Vinohrady, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","American","Bar","Barbecue","International","Fusion","Gluten Free Options",,,,,,,,,,"info@badjeffs.cz","1260","660",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"7222354","false","false","50.07347","14.437451","Bad Jeff's Barbeque","1306","+420 774 402 235","$$ - $$$","5265","41","#38 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7222354-Reviews-Bad_Jeff_s_Barbeque-Prague_Bohemia.html","http://www.badjeffs.cz/"
"Plaska 617/4 Mala Strana, Prague 150 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Steakhouse","European","Wine Bar","Czech","International","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"promo@art-food.cz","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"3825162","false","false","50.08073","14.406283","ART&FOOD Had","1225","+420 605 555 050","$$ - $$$","5265","42","#39 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3825162-Reviews-ART_FOOD_Had-Prague_Bohemia.html","http://www.art-food.cz/"
"Liliova 216/1, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","International","European","Czech","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"vzatisi@zatisigroup.cz",,,,,,,"900","690","1320","1020",,,"900","690","1320","1020",,,"900","690","1320","1020",,,"900","690","1320","1020",,,"900","690","1320","1020",,,"900","690","1320","1020",,,"1097078","false","false","50.084404","14.416431","V Zatisi","2439","+420 222 221 155","$$$$","5265","35","#32 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1097078-Reviews-V_Zatisi-Prague_Bohemia.html","http://www.vzatisi.cz/"
"Balbinova 4, Prague 12000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","European","Contemporary","Fusion","Czech","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"rest.sova@seznam.cz","1380","660",,,,,,,,,,,,,,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","660",,,,,"12309521","false","false","50.076813","14.433779","SOVA","924","+420 222 541 451","$$ - $$$","5265","34","#31 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12309521-Reviews-SOVA-Prague_Bohemia.html","http://www.rest-sova.com/"
"Opatovicka 1901/28, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Cuban",,,,,,,,,,,,,,,"info@casahavana.cz",,,,,,,,,,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"4313849","false","false","50.08051","14.418203","La Casa de la Havana vieja","341","+420 602 624 305","$$ - $$$","5265","43","#40 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4313849-Reviews-La_Casa_de_la_Havana_vieja-Prague_Bohemia.html","http://www.casahavana.cz"
"Veleslavinova, 1098/2A Four Seasons Hotel Prague, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"restaurant.prague@fourseasons.com","1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"2715259","false","false","50.08787","14.414433","CottoCrudo Restaurant","461","+420 221 426 880","$$$$","5265","207","#177 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2715259-Reviews-CottoCrudo_Restaurant-Prague_Bohemia.html","http://www.fourseasons.com/prague/dining/"
"Seifertova 303/77, Prague 130 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,"restaurant","European","Czech","Eastern European","Central European","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1528496","false","false","50.084496","14.451403","Restaurace Lavicka","661","+420 222 221 350","$$ - $$$","5265","201","#172 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1528496-Reviews-Restaurace_Lavicka-Prague_Bohemia.html","http://www.restaurace-lavicka.cz"
